"CODE","5000alcoholOff2016count","5000alcoholOff2016density"
"S01006506",8,0.101859163578813
"S01006507",7,0.0891267681314614
"S01006508",8,0.101859163578813
"S01006509",8,0.101859163578813
"S01006510",8,0.101859163578813
"S01006511",8,0.101859163578813
"S01006512",8,0.101859163578813
"S01006513",10,0.127323954473516
"S01006514",10,0.127323954473516
"S01006515",10,0.127323954473516
"S01006516",10,0.127323954473516
"S01006517",47,0.598422586025526
"S01006518",28,0.356507072525846
"S01006519",35,0.445633840657307
"S01006520",26,0.331042281631142
"S01006521",117,1.48969026734014
"S01006522",73,0.929464867656669
"S01006523",61,0.776676122288449
"S01006524",43,0.54749300423612
"S01006525",38,0.483831026999362
"S01006526",137,1.74433817628717
"S01006527",137,1.74433817628717
"S01006528",143,1.82073254897128
"S01006529",156,1.98625368978685
"S01006530",147,1.87166213076069
"S01006531",144,1.83346494441863
"S01006532",162,2.06264806247096
"S01006533",168,2.13904243515507
"S01006534",170,2.16450722604978
"S01006535",170,2.16450722604978
"S01006536",171,2.17723962149713
"S01006537",153,1.9480565034448
"S01006538",152,1.93532410799745
"S01006539",165,2.10084524881302
"S01006540",159,2.02445087612891
"S01006541",161,2.04991566702361
"S01006542",162,2.06264806247096
"S01006543",156,1.98625368978685
"S01006544",175,2.22816920328653
"S01006545",168,2.13904243515507
"S01006546",167,2.12631003970772
"S01006547",141,1.79526775807658
"S01006548",160,2.03718327157626
"S01006549",175,2.22816920328653
"S01006550",171,2.17723962149713
"S01006551",155,1.9735212943395
"S01006552",168,2.13904243515507
"S01006553",176,2.24090159873389
"S01006554",180,2.29183118052329
"S01006555",159,2.02445087612891
"S01006556",176,2.24090159873389
"S01006557",140,1.78253536262923
"S01006558",180,2.29183118052329
"S01006559",178,2.26636638962859
"S01006560",180,2.29183118052329
"S01006561",180,2.29183118052329
"S01006562",181,2.30456357597064
"S01006563",180,2.29183118052329
"S01006564",173,2.20270441239183
"S01006565",172,2.18997201694448
"S01006566",173,2.20270441239183
"S01006567",172,2.18997201694448
"S01006568",172,2.18997201694448
"S01006569",177,2.25363399418124
"S01006570",176,2.24090159873389
"S01006571",174,2.21543680783918
"S01006572",178,2.26636638962859
"S01006573",177,2.25363399418124
"S01006574",176,2.24090159873389
"S01006575",171,2.17723962149713
"S01006576",172,2.18997201694448
"S01006577",175,2.22816920328653
"S01006578",174,2.21543680783918
"S01006579",174,2.21543680783918
"S01006580",175,2.22816920328653
"S01006581",172,2.18997201694448
"S01006582",171,2.17723962149713
"S01006583",175,2.22816920328653
"S01006584",175,2.22816920328653
"S01006585",173,2.20270441239183
"S01006586",171,2.17723962149713
