"CODE","5000alcoholOff2012count","5000alcoholOff2012density"
"S01006506",6,0.0763943726841098
"S01006507",5,0.0636619772367581
"S01006508",6,0.0763943726841098
"S01006509",6,0.0763943726841098
"S01006510",6,0.0763943726841098
"S01006511",6,0.0763943726841098
"S01006512",7,0.0891267681314614
"S01006513",10,0.127323954473516
"S01006514",10,0.127323954473516
"S01006515",10,0.127323954473516
"S01006516",10,0.127323954473516
"S01006517",48,0.611154981472878
"S01006518",29,0.369239467973197
"S01006519",35,0.445633840657307
"S01006520",28,0.356507072525846
"S01006521",115,1.46422547644544
"S01006522",78,0.993126844893427
"S01006523",65,0.827605704077856
"S01006524",45,0.572957795130823
"S01006525",39,0.496563422446713
"S01006526",135,1.71887338539247
"S01006527",134,1.70614098994512
"S01006528",139,1.76980296718188
"S01006529",152,1.93532410799745
"S01006530",144,1.83346494441863
"S01006531",140,1.78253536262923
"S01006532",159,2.02445087612891
"S01006533",164,2.08811285336567
"S01006534",165,2.10084524881302
"S01006535",165,2.10084524881302
"S01006536",166,2.11357764426037
"S01006537",148,1.88439452620804
"S01006538",146,1.85892973531334
"S01006539",161,2.04991566702361
"S01006540",153,1.9480565034448
"S01006541",158,2.01171848068156
"S01006542",157,1.99898608523421
"S01006543",152,1.93532410799745
"S01006544",166,2.11357764426037
"S01006545",163,2.07538045791832
"S01006546",160,2.03718327157626
"S01006547",140,1.78253536262923
"S01006548",155,1.9735212943395
"S01006549",168,2.13904243515507
"S01006550",164,2.08811285336567
"S01006551",152,1.93532410799745
"S01006552",162,2.06264806247096
"S01006553",169,2.15177483060243
"S01006554",174,2.21543680783918
"S01006555",154,1.96078889889215
"S01006556",167,2.12631003970772
"S01006557",138,1.75707057173452
"S01006558",174,2.21543680783918
"S01006559",172,2.18997201694448
"S01006560",175,2.22816920328653
"S01006561",174,2.21543680783918
"S01006562",175,2.22816920328653
"S01006563",174,2.21543680783918
"S01006564",166,2.11357764426037
"S01006565",165,2.10084524881302
"S01006566",166,2.11357764426037
"S01006567",165,2.10084524881302
"S01006568",168,2.13904243515507
"S01006569",171,2.17723962149713
"S01006570",171,2.17723962149713
"S01006571",168,2.13904243515507
"S01006572",172,2.18997201694448
"S01006573",170,2.16450722604978
"S01006574",169,2.15177483060243
"S01006575",165,2.10084524881302
"S01006576",166,2.11357764426037
"S01006577",169,2.15177483060243
"S01006578",168,2.13904243515507
"S01006579",168,2.13904243515507
"S01006580",169,2.15177483060243
"S01006581",165,2.10084524881302
"S01006582",165,2.10084524881302
"S01006583",169,2.15177483060243
"S01006584",167,2.12631003970772
"S01006585",167,2.12631003970772
"S01006586",164,2.08811285336567
"S01006587",161,2.04991566702361
"S01006588",163,2.07538045791832
"S01006589",162,2.06264806247096
"S01006590",163,2.07538045791832
"S01006591",162,2.06264806247096
"S01006592",158,2.01171848068156
"S01006593",160,2.03718327157626
"S01006594",165,2.10084524881302
"S01006595",168,2.13904243515507
"S01006596",164,2.08811285336567
"S01006597",168,2.13904243515507
"S01006598",154,1.96078889889215
"S01006599",157,1.99898608523421
"S01006600",161,2.04991566702361
"S01006601",164,2.08811285336567
"S01006602",162,2.06264806247096
"S01006603",122,1.5533522445769
"S01006604",133,1.69340859449777
"S01006605",131,1.66794380360306
"S01006606",145,1.84619733986599
"S01006607",135,1.71887338539247
"S01006608",44,0.560225399683472
"S01006609",123,1.56608464002425
"S01006610",124,1.5788170354716
"S01006611",124,1.5788170354716
"S01006612",113,1.43876068555073
"S01006613",47,0.598422586025526
