"CODE","5000alcoholBoth2012count","5000alcoholBoth2012density"
"S01006506",10,0.127323954473516
"S01006507",10,0.127323954473516
"S01006508",9,0.114591559026165
"S01006509",9,0.114591559026165
"S01006510",9,0.114591559026165
"S01006511",10,0.127323954473516
"S01006512",10,0.127323954473516
"S01006513",14,0.178253536262923
"S01006514",12,0.15278874536822
"S01006515",13,0.165521140815571
"S01006516",16,0.203718327157626
"S01006517",39,0.496563422446713
"S01006518",25,0.318309886183791
"S01006519",29,0.369239467973197
"S01006520",24,0.305577490736439
"S01006521",128,1.62974661726101
"S01006522",62,0.789408517735801
"S01006523",57,0.725746540499043
"S01006524",40,0.509295817894065
"S01006525",33,0.420169049762604
"S01006526",147,1.87166213076069
"S01006527",147,1.87166213076069
"S01006528",152,1.93532410799745
"S01006529",159,2.02445087612891
"S01006530",155,1.9735212943395
"S01006531",152,1.93532410799745
"S01006532",165,2.10084524881302
"S01006533",166,2.11357764426037
"S01006534",168,2.13904243515507
"S01006535",166,2.11357764426037
"S01006536",168,2.13904243515507
"S01006537",149,1.89712692165539
"S01006538",153,1.9480565034448
"S01006539",164,2.08811285336567
"S01006540",160,2.03718327157626
"S01006541",165,2.10084524881302
"S01006542",157,1.99898608523421
"S01006543",153,1.9480565034448
"S01006544",173,2.20270441239183
"S01006545",166,2.11357764426037
"S01006546",166,2.11357764426037
"S01006547",145,1.84619733986599
"S01006548",157,1.99898608523421
"S01006549",173,2.20270441239183
"S01006550",162,2.06264806247096
"S01006551",158,2.01171848068156
"S01006552",164,2.08811285336567
"S01006553",174,2.21543680783918
"S01006554",179,2.27909878507594
"S01006555",165,2.10084524881302
"S01006556",172,2.18997201694448
"S01006557",146,1.85892973531334
"S01006558",177,2.25363399418124
"S01006559",176,2.24090159873389
"S01006560",178,2.26636638962859
"S01006561",181,2.30456357597064
"S01006562",179,2.27909878507594
"S01006563",180,2.29183118052329
"S01006564",172,2.18997201694448
"S01006565",174,2.21543680783918
"S01006566",174,2.21543680783918
"S01006567",174,2.21543680783918
"S01006568",175,2.22816920328653
"S01006569",176,2.24090159873389
"S01006570",176,2.24090159873389
"S01006571",174,2.21543680783918
"S01006572",175,2.22816920328653
"S01006573",175,2.22816920328653
"S01006574",174,2.21543680783918
"S01006575",167,2.12631003970772
"S01006576",168,2.13904243515507
"S01006577",168,2.13904243515507
"S01006578",170,2.16450722604978
"S01006579",170,2.16450722604978
"S01006580",170,2.16450722604978
"S01006581",168,2.13904243515507
"S01006582",170,2.16450722604978
"S01006583",170,2.16450722604978
"S01006584",172,2.18997201694448
"S01006585",172,2.18997201694448
"S01006586",171,2.17723962149713
"S01006587",168,2.13904243515507
"S01006588",169,2.15177483060243
"S01006589",168,2.13904243515507
"S01006590",169,2.15177483060243
"S01006591",170,2.16450722604978
"S01006592",166,2.11357764426037
"S01006593",169,2.15177483060243
"S01006594",168,2.13904243515507
"S01006595",171,2.17723962149713
"S01006596",170,2.16450722604978
"S01006597",170,2.16450722604978
"S01006598",164,2.08811285336567
"S01006599",162,2.06264806247096
"S01006600",164,2.08811285336567
"S01006601",167,2.12631003970772
"S01006602",167,2.12631003970772
"S01006603",147,1.87166213076069
"S01006604",150,1.90985931710274
"S01006605",150,1.90985931710274
"S01006606",152,1.93532410799745
"S01006607",149,1.89712692165539
"S01006608",33,0.420169049762604
"S01006609",144,1.83346494441863
"S01006610",144,1.83346494441863
"S01006611",146,1.85892973531334
"S01006612",142,1.80800015352393
"S01006613",44,0.560225399683472
"S01006614",25,0.318309886183791
"S01006615",27,0.343774677078494
"S01006616",28,0.356507072525846
"S01006617",39,0.496563422446713
"S01006618",61,0.776676122288449
"S01006619",85,1.08225361302489
"S01006620",103,1.31143673107722
"S01006621",123,1.56608464002425
"S01006622",104,1.32416912652457
"S01006623",141,1.79526775807658
"S01006624",161,2.04991566702361
"S01006625",158,2.01171848068156
"S01006626",158,2.01171848068156
"S01006627",161,2.04991566702361
"S01006628",163,2.07538045791832
"S01006629",154,1.96078889889215
"S01006630",151,1.9225917125501
"S01006631",148,1.88439452620804
"S01006632",157,1.99898608523421
"S01006633",150,1.90985931710274
"S01006634",148,1.88439452620804
"S01006635",155,1.9735212943395
"S01006636",146,1.85892973531334
"S01006637",165,2.10084524881302
"S01006638",165,2.10084524881302
"S01006639",166,2.11357764426037
"S01006640",163,2.07538045791832
"S01006641",164,2.08811285336567
"S01006642",167,2.12631003970772
"S01006643",164,2.08811285336567
"S01006644",165,2.10084524881302
"S01006645",173,2.20270441239183
"S01006646",170,2.16450722604978
"S01006647",169,2.15177483060243
"S01006648",171,2.17723962149713
"S01006649",175,2.22816920328653
"S01006650",176,2.24090159873389
"S01006651",174,2.21543680783918
"S01006652",175,2.22816920328653
"S01006653",179,2.27909878507594
"S01006654",179,2.27909878507594
"S01006655",178,2.26636638962859
"S01006656",174,2.21543680783918
"S01006657",178,2.26636638962859
"S01006658",173,2.20270441239183
"S01006659",174,2.21543680783918
"S01006660",177,2.25363399418124
"S01006661",172,2.18997201694448
"S01006662",175,2.22816920328653
"S01006663",170,2.16450722604978
"S01006664",170,2.16450722604978
"S01006665",171,2.17723962149713
"S01006666",161,2.04991566702361
"S01006667",164,2.08811285336567
"S01006668",165,2.10084524881302
"S01006669",166,2.11357764426037
"S01006670",165,2.10084524881302
"S01006671",161,2.04991566702361
"S01006672",165,2.10084524881302
"S01006673",164,2.08811285336567
"S01006674",161,2.04991566702361
"S01006675",177,2.25363399418124
"S01006676",176,2.24090159873389
"S01006677",175,2.22816920328653
"S01006678",176,2.24090159873389
"S01006679",176,2.24090159873389
"S01006680",175,2.22816920328653
"S01006681",174,2.21543680783918
"S01006682",178,2.26636638962859
"S01006683",178,2.26636638962859
"S01006684",178,2.26636638962859
"S01006685",176,2.24090159873389
"S01006686",178,2.26636638962859
"S01006687",176,2.24090159873389
"S01006688",180,2.29183118052329
"S01006689",179,2.27909878507594
"S01006690",179,2.27909878507594
