"CODE","1600alcoholTOTAL2012count","1600alcoholTOTAL2012density"
"S01006506",14,1.74075719006761
"S01006507",13,1.61641739077706
"S01006508",12,1.49207759148652
"S01006509",14,1.74075719006761
"S01006510",14,1.74075719006761
"S01006511",15,1.86509698935815
"S01006512",1,0.124339799290543
"S01006513",1,0.124339799290543
"S01006514",5,0.621698996452716
"S01006515",1,0.124339799290543
"S01006516",1,0.124339799290543
"S01006517",10,1.24339799290543
"S01006518",6,0.746038795743259
"S01006519",9,1.11905819361489
"S01006520",3,0.37301939787163
"S01006521",18,2.23811638722978
"S01006522",10,1.24339799290543
"S01006523",13,1.61641739077706
"S01006524",11,1.36773779219598
"S01006525",9,1.11905819361489
"S01006526",21,2.61113578510141
"S01006527",21,2.61113578510141
"S01006528",25,3.10849498226358
"S01006529",41,5.09793177091227
"S01006530",30,3.7301939787163
"S01006531",27,3.35717458084467
"S01006532",73,9.07680534820966
"S01006533",57,7.08736855956096
"S01006534",117,14.5477565169936
"S01006535",165,20.5160668829396
"S01006536",270,33.5717458084467
"S01006537",27,3.35717458084467
"S01006538",28,3.48151438013521
"S01006539",53,6.59000936239879
"S01006540",38,4.72491237304064
"S01006541",31,3.85453377800684
"S01006542",21,2.61113578510141
"S01006543",24,2.98415518297304
"S01006544",46,5.71963076736499
"S01006545",50,6.21698996452716
"S01006546",33,4.10321337658793
"S01006547",15,1.86509698935815
"S01006548",18,2.23811638722978
"S01006549",37,4.6005725737501
"S01006550",29,3.60585417942575
"S01006551",24,2.98415518297304
"S01006552",26,3.23283478155412
"S01006553",37,4.6005725737501
"S01006554",34,4.22755317587847
"S01006555",24,2.98415518297304
"S01006556",30,3.7301939787163
"S01006557",21,2.61113578510141
"S01006558",241,29.9658916290209
"S01006559",198,24.6192802595276
"S01006560",137,17.0345525028044
"S01006561",85,10.5688829396962
"S01006562",41,5.09793177091227
"S01006563",106,13.1800187247976
"S01006564",369,45.8813859382104
"S01006565",369,45.8813859382104
"S01006566",358,44.5136481460145
"S01006567",368,45.7570461389199
"S01006568",352,43.7676093502712
"S01006569",294,36.5559009914197
"S01006570",281,34.9394836006426
"S01006571",262,32.5770274141223
"S01006572",56,6.96302876027042
"S01006573",152,18.8996494921626
"S01006574",144,17.9049310978382
"S01006575",138,17.158892302095
"S01006576",207,25.7383384531424
"S01006577",189,23.5002220659127
"S01006578",290,36.0585417942575
"S01006579",327,40.6591143680076
"S01006580",238,29.5928722311493
"S01006581",73,9.07680534820966
"S01006582",375,46.6274247339537
"S01006583",364,45.2596869417577
"S01006584",370,46.005725737501
"S01006585",374,46.5030849346632
"S01006586",379,47.1247839311159
"S01006587",382,47.4978033289875
"S01006588",382,47.4978033289875
"S01006589",367,45.6327063396294
"S01006590",370,46.005725737501
"S01006591",358,44.5136481460145
"S01006592",327,40.6591143680076
"S01006593",353,43.8919491495618
"S01006594",295,36.6802407907103
"S01006595",348,43.270250153109
"S01006596",347,43.1459103538185
"S01006597",341,42.3998715580752
"S01006598",291,36.1828815935481
"S01006599",48,5.96831036594608
"S01006600",133,16.5371933056422
"S01006601",240,29.8415518297304
"S01006602",285,35.4368427978048
"S01006603",14,1.74075719006761
"S01006604",19,2.36245618652032
"S01006605",21,2.61113578510141
"S01006606",29,3.60585417942575
"S01006607",23,2.85981538368249
"S01006608",8,0.994718394324346
"S01006609",14,1.74075719006761
"S01006610",16,1.98943678864869
"S01006611",14,1.74075719006761
"S01006612",12,1.49207759148652
"S01006613",9,1.11905819361489
"S01006614",8,0.994718394324346
"S01006615",7,0.870378595033803
"S01006616",9,1.11905819361489
"S01006617",10,1.24339799290543
"S01006618",10,1.24339799290543
"S01006619",11,1.36773779219598
"S01006620",11,1.36773779219598
"S01006621",11,1.36773779219598
"S01006622",11,1.36773779219598
"S01006623",14,1.74075719006761
"S01006624",251,31.2092896219263
"S01006625",89,11.0662421368583
"S01006626",148,18.4022902950004
"S01006627",181,22.5055036715883
"S01006628",284,35.3125029985143
"S01006629",69,8.57944615104748
"S01006630",37,4.6005725737501
"S01006631",44,5.4709511687839
"S01006632",84,10.4445431404056
"S01006633",33,4.10321337658793
"S01006634",29,3.60585417942575
"S01006635",57,7.08736855956096
"S01006636",24,2.98415518297304
"S01006637",341,42.3998715580752
"S01006638",335,41.653832762332
"S01006639",362,45.0110073431767
"S01006640",280,34.8151438013521
"S01006641",285,35.4368427978048
"S01006642",353,43.8919491495618
"S01006643",310,38.5453377800684
"S01006644",224,27.8521150410817
"S01006645",379,47.1247839311159
"S01006646",381,47.373463529697
"S01006647",371,46.1300655367915
"S01006648",377,46.8761043325348
"S01006649",357,44.3893083467239
"S01006650",284,35.3125029985143
"S01006651",312,38.7940173786495
"S01006652",356,44.2649685474334
"S01006653",112,13.9260575205408
"S01006654",97,12.0609605311827
"S01006655",166,20.6404066822302
"S01006656",369,45.8813859382104
"S01006657",104,12.9313391262165
"S01006658",257,31.9553284176696
"S01006659",178,22.1324842737167
"S01006660",92,11.43926153473
"S01006661",141,17.5319116999666
"S01006662",95,11.8122809326016
"S01006663",139,17.2832321013855
"S01006664",200,24.8679598581086
"S01006665",208,25.862678252433
"S01006666",47,5.84397056665553
"S01006667",63,7.83340735530422
"S01006668",131,16.2885137070612
"S01006669",70,8.70378595033803
"S01006670",174,21.6351250765545
"S01006671",44,5.4709511687839
"S01006672",62,7.70906755601368
"S01006673",49,6.09265016523662
"S01006674",46,5.71963076736499
"S01006675",58,7.21170835885151
"S01006676",64,7.95774715459477
"S01006677",72,8.95246554891911
"S01006678",53,6.59000936239879
"S01006679",43,5.34661136949336
"S01006680",46,5.71963076736499
"S01006681",32,3.97887357729738
"S01006682",51,6.3413297638177
"S01006683",69,8.57944615104748
