"CODE","1200alcoholOff2016count","1200alcoholOff2016density"
"S01006506",5,1.10524266036038
"S01006507",5,1.10524266036038
"S01006508",5,1.10524266036038
"S01006509",5,1.10524266036038
"S01006510",5,1.10524266036038
"S01006511",5,1.10524266036038
"S01006512",0,0
"S01006513",0,0
"S01006514",0,0
"S01006515",0,0
"S01006516",0,0
"S01006517",3,0.663145596216231
"S01006518",2,0.442097064144154
"S01006519",2,0.442097064144154
"S01006520",2,0.442097064144154
"S01006521",3,0.663145596216231
"S01006522",3,0.663145596216231
"S01006523",3,0.663145596216231
"S01006524",5,1.10524266036038
"S01006525",5,1.10524266036038
"S01006526",4,0.884194128288307
"S01006527",5,1.10524266036038
"S01006528",7,1.54733972450454
"S01006529",11,2.43153385279285
"S01006530",8,1.76838825657661
"S01006531",7,1.54733972450454
"S01006532",16,3.53677651315323
"S01006533",11,2.43153385279285
"S01006534",16,3.53677651315323
"S01006535",20,4.42097064144154
"S01006536",26,5.747261833874
"S01006537",7,1.54733972450454
"S01006538",6,1.32629119243246
"S01006539",12,2.65258238486492
"S01006540",10,2.21048532072077
"S01006541",9,1.98943678864869
"S01006542",4,0.884194128288307
"S01006543",4,0.884194128288307
"S01006544",10,2.21048532072077
"S01006545",10,2.21048532072077
"S01006546",6,1.32629119243246
"S01006547",4,0.884194128288307
"S01006548",4,0.884194128288307
"S01006549",7,1.54733972450454
"S01006550",5,1.10524266036038
"S01006551",6,1.32629119243246
"S01006552",11,2.43153385279285
"S01006553",12,2.65258238486492
"S01006554",12,2.65258238486492
"S01006555",12,2.65258238486492
"S01006556",13,2.873630916937
"S01006557",9,1.98943678864869
"S01006558",23,5.08411623765777
"S01006559",21,4.64201917351361
"S01006560",11,2.43153385279285
"S01006561",12,2.65258238486492
"S01006562",10,2.21048532072077
"S01006563",13,2.873630916937
"S01006564",57,12.5997663281084
"S01006565",57,12.5997663281084
"S01006566",47,10.3892810073876
"S01006567",53,11.7155721998201
"S01006568",43,9.5050868790993
"S01006569",35,7.73669862252269
"S01006570",25,5.52621330180192
"S01006571",30,6.63145596216231
"S01006572",9,1.98943678864869
"S01006573",13,2.873630916937
"S01006574",14,3.09467944900908
"S01006575",17,3.75782504522531
"S01006576",20,4.42097064144154
"S01006577",24,5.30516476972984
"S01006578",33,7.29460155837854
"S01006579",37,8.17879568666684
"S01006580",30,6.63145596216231
"S01006581",14,3.09467944900908
"S01006582",50,11.0524266036038
"S01006583",45,9.94718394324346
"S01006584",52,11.494523667748
"S01006585",53,11.7155721998201
"S01006586",59,13.0418633922525
"S01006587",55,12.1576692639642
"S01006588",58,12.8208148601805
"S01006589",47,10.3892810073876
"S01006590",48,10.6103295394597
"S01006591",47,10.3892810073876
"S01006592",40,8.84194128288307
"S01006593",42,9.28403834702723
"S01006594",26,5.747261833874
"S01006595",33,7.29460155837854
"S01006596",42,9.28403834702723
"S01006597",32,7.07355302630646
"S01006598",32,7.07355302630646
"S01006599",12,2.65258238486492
"S01006600",14,3.09467944900908
"S01006601",27,5.96831036594608
"S01006602",31,6.85250449423438
"S01006603",4,0.884194128288307
"S01006604",5,1.10524266036038
"S01006605",5,1.10524266036038
"S01006606",7,1.54733972450454
"S01006607",4,0.884194128288307
"S01006608",2,0.442097064144154
"S01006609",4,0.884194128288307
"S01006610",4,0.884194128288307
"S01006611",5,1.10524266036038
"S01006612",4,0.884194128288307
"S01006613",4,0.884194128288307
"S01006614",4,0.884194128288307
"S01006615",2,0.442097064144154
"S01006616",4,0.884194128288307
"S01006617",4,0.884194128288307
"S01006618",5,1.10524266036038
"S01006619",5,1.10524266036038
"S01006620",5,1.10524266036038
"S01006621",5,1.10524266036038
"S01006622",5,1.10524266036038
"S01006623",5,1.10524266036038
"S01006624",17,3.75782504522531
"S01006625",15,3.31572798108115
"S01006626",15,3.31572798108115
"S01006627",15,3.31572798108115
"S01006628",22,4.86306770558569
"S01006629",16,3.53677651315323
"S01006630",14,3.09467944900908
"S01006631",8,1.76838825657661
"S01006632",14,3.09467944900908
"S01006633",13,2.873630916937
"S01006634",11,2.43153385279285
"S01006635",13,2.873630916937
"S01006636",8,1.76838825657661
"S01006637",36,7.95774715459477
"S01006638",44,9.72613541117138
"S01006639",47,10.3892810073876
"S01006640",31,6.85250449423438
"S01006641",39,8.620892750811
"S01006642",50,11.0524266036038
"S01006643",41,9.06298981495515
"S01006644",36,7.95774715459477
"S01006645",57,12.5997663281084
"S01006646",58,12.8208148601805
"S01006647",55,12.1576692639642
"S01006648",59,13.0418633922525
"S01006649",52,11.494523667748
"S01006650",41,9.06298981495515
"S01006651",49,10.8313780715318
"S01006652",53,11.7155721998201
"S01006653",33,7.29460155837854
"S01006654",32,7.07355302630646
"S01006655",32,7.07355302630646
"S01006656",55,12.1576692639642
"S01006657",29,6.41040743009023
"S01006658",43,9.5050868790993
"S01006659",37,8.17879568666684
"S01006660",30,6.63145596216231
"S01006661",35,7.73669862252269
"S01006662",31,6.85250449423438
"S01006663",34,7.51565009045061
"S01006664",39,8.620892750811
"S01006665",39,8.620892750811
"S01006666",7,1.54733972450454
"S01006667",14,3.09467944900908
"S01006668",26,5.747261833874
"S01006669",15,3.31572798108115
"S01006670",30,6.63145596216231
"S01006671",10,2.21048532072077
"S01006672",11,2.43153385279285
"S01006673",11,2.43153385279285
"S01006674",8,1.76838825657661
"S01006675",23,5.08411623765777
"S01006676",24,5.30516476972984
"S01006677",29,6.41040743009023
"S01006678",15,3.31572798108115
"S01006679",16,3.53677651315323
"S01006680",15,3.31572798108115
"S01006681",11,2.43153385279285
"S01006682",22,4.86306770558569
"S01006683",24,5.30516476972984
"S01006684",21,4.64201917351361
"S01006685",16,3.53677651315323
"S01006686",16,3.53677651315323
"S01006687",21,4.64201917351361
"S01006688",20,4.42097064144154
"S01006689",23,5.08411623765777
"S01006690",23,5.08411623765777
"S01006691",31,6.85250449423438
"S01006692",25,5.52621330180192
"S01006693",19,4.19992210936946
"S01006694",14,3.09467944900908
"S01006695",11,2.43153385279285
"S01006696",10,2.21048532072077
"S01006697",9,1.98943678864869
"S01006698",13,2.873630916937
"S01006699",11,2.43153385279285
"S01006700",16,3.53677651315323
"S01006701",14,3.09467944900908
"S01006702",17,3.75782504522531
"S01006703",15,3.31572798108115
"S01006704",16,3.53677651315323
"S01006705",15,3.31572798108115
"S01006706",15,3.31572798108115
"S01006707",12,2.65258238486492
"S01006708",11,2.43153385279285
"S01006709",9,1.98943678864869
"S01006710",4,0.884194128288307
"S01006711",8,1.76838825657661
"S01006712",12,2.65258238486492
"S01006713",18,3.97887357729738
"S01006714",17,3.75782504522531
"S01006715",16,3.53677651315323
"S01006716",18,3.97887357729738
"S01006717",18,3.97887357729738
"S01006718",13,2.873630916937
"S01006719",11,2.43153385279285
"S01006720",8,1.76838825657661
"S01006721",10,2.21048532072077
"S01006722",16,3.53677651315323
"S01006723",14,3.09467944900908
"S01006724",15,3.31572798108115
"S01006725",10,2.21048532072077
"S01006726",15,3.31572798108115
"S01006727",12,2.65258238486492
"S01006728",11,2.43153385279285
"S01006729",16,3.53677651315323
"S01006730",8,1.76838825657661
"S01006731",8,1.76838825657661
"S01006732",1,0.221048532072077
"S01006733",1,0.221048532072077
"S01006734",1,0.221048532072077
"S01006735",1,0.221048532072077
"S01006736",1,0.221048532072077
"S01006737",1,0.221048532072077
"S01006738",9,1.98943678864869
"S01006739",10,2.21048532072077
"S01006740",7,1.54733972450454
"S01006741",5,1.10524266036038
"S01006742",5,1.10524266036038
"S01006743",5,1.10524266036038
"S01006744",8,1.76838825657661
"S01006745",7,1.54733972450454
"S01006746",6,1.32629119243246
"S01006747",6,1.32629119243246
"S01006748",5,1.10524266036038
"S01006749",4,0.884194128288307
"S01006750",2,0.442097064144154
"S01006751",2,0.442097064144154
"S01006752",4,0.884194128288307
"S01006753",4,0.884194128288307
"S01006754",5,1.10524266036038
"S01006755",2,0.442097064144154
"S01006756",13,2.873630916937
"S01006757",5,1.10524266036038
"S01006758",8,1.76838825657661
"S01006759",13,2.873630916937
"S01006760",3,0.663145596216231
"S01006761",4,0.884194128288307
"S01006762",2,0.442097064144154
"S01006763",2,0.442097064144154
"S01006764",2,0.442097064144154
"S01006765",2,0.442097064144154
"S01006766",2,0.442097064144154
"S01006767",3,0.663145596216231
"S01006768",4,0.884194128288307
"S01006769",3,0.663145596216231
"S01006770",3,0.663145596216231
"S01006771",3,0.663145596216231
"S01006772",5,1.10524266036038
"S01006773",3,0.663145596216231
"S01006774",3,0.663145596216231
"S01006775",15,3.31572798108115
"S01006776",9,1.98943678864869
"S01006777",7,1.54733972450454
"S01006778",9,1.98943678864869
"S01006779",8,1.76838825657661
"S01006780",8,1.76838825657661
"S01006781",5,1.10524266036038
"S01006782",5,1.10524266036038
"S01006783",6,1.32629119243246
"S01006784",6,1.32629119243246
"S01006785",0,0
"S01006786",0,0
"S01006787",3,0.663145596216231
"S01006788",0,0
"S01006789",3,0.663145596216231
"S01006790",3,0.663145596216231
"S01006791",0,0
"S01006792",0,0
"S01006793",4,0.884194128288307
"S01006794",2,0.442097064144154
"S01006795",2,0.442097064144154
"S01006796",0,0
"S01006797",1,0.221048532072077
"S01006798",0,0
"S01006799",2,0.442097064144154
"S01006800",0,0
"S01006801",5,1.10524266036038
"S01006802",2,0.442097064144154
"S01006803",4,0.884194128288307
"S01006804",5,1.10524266036038
"S01006805",5,1.10524266036038
"S01006806",0,0
"S01006807",0,0
"S01006808",1,0.221048532072077
"S01006809",1,0.221048532072077
"S01006810",1,0.221048532072077
"S01006811",0,0
"S01006812",0,0
"S01006813",1,0.221048532072077
"S01006814",2,0.442097064144154
"S01006815",2,0.442097064144154
"S01006816",2,0.442097064144154
"S01006817",0,0
"S01006818",1,0.221048532072077
"S01006819",0,0
"S01006820",1,0.221048532072077
"S01006821",0,0
"S01006822",0,0
"S01006823",9,1.98943678864869
"S01006824",10,2.21048532072077
"S01006825",7,1.54733972450454
"S01006826",4,0.884194128288307
"S01006827",10,2.21048532072077
"S01006828",8,1.76838825657661
"S01006829",7,1.54733972450454
"S01006830",4,0.884194128288307
"S01006831",9,1.98943678864869
"S01006832",10,2.21048532072077
"S01006833",10,2.21048532072077
"S01006834",3,0.663145596216231
"S01006835",8,1.76838825657661
"S01006836",7,1.54733972450454
"S01006837",3,0.663145596216231
"S01006838",4,0.884194128288307
"S01006839",2,0.442097064144154
"S01006840",2,0.442097064144154
"S01006841",2,0.442097064144154
"S01006842",4,0.884194128288307
"S01006843",4,0.884194128288307
"S01006844",4,0.884194128288307
"S01006845",2,0.442097064144154
"S01006846",4,0.884194128288307
"S01006847",4,0.884194128288307
"S01006848",0,0
"S01006849",3,0.663145596216231
"S01006850",3,0.663145596216231
"S01006851",4,0.884194128288307
"S01006852",1,0.221048532072077
"S01006853",0,0
"S01006854",0,0
"S01006855",0,0
