"CODE","1200alcoholBoth2016count","1200alcoholBoth2016density"
"S01006506",6,1.32629119243246
"S01006507",5,1.10524266036038
"S01006508",6,1.32629119243246
"S01006509",5,1.10524266036038
"S01006510",5,1.10524266036038
"S01006511",5,1.10524266036038
"S01006512",0,0
"S01006513",0,0
"S01006514",0,0
"S01006515",0,0
"S01006516",0,0
"S01006517",1,0.221048532072077
"S01006518",2,0.442097064144154
"S01006519",2,0.442097064144154
"S01006520",2,0.442097064144154
"S01006521",4,0.884194128288307
"S01006522",2,0.442097064144154
"S01006523",1,0.221048532072077
"S01006524",3,0.663145596216231
"S01006525",3,0.663145596216231
"S01006526",5,1.10524266036038
"S01006527",5,1.10524266036038
"S01006528",5,1.10524266036038
"S01006529",6,1.32629119243246
"S01006530",5,1.10524266036038
"S01006531",4,0.884194128288307
"S01006532",8,1.76838825657661
"S01006533",9,1.98943678864869
"S01006534",15,3.31572798108115
"S01006535",22,4.86306770558569
"S01006536",42,9.28403834702723
"S01006537",7,1.54733972450454
"S01006538",6,1.32629119243246
"S01006539",8,1.76838825657661
"S01006540",6,1.32629119243246
"S01006541",6,1.32629119243246
"S01006542",4,0.884194128288307
"S01006543",6,1.32629119243246
"S01006544",8,1.76838825657661
"S01006545",9,1.98943678864869
"S01006546",5,1.10524266036038
"S01006547",1,0.221048532072077
"S01006548",2,0.442097064144154
"S01006549",7,1.54733972450454
"S01006550",3,0.663145596216231
"S01006551",1,0.221048532072077
"S01006552",6,1.32629119243246
"S01006553",7,1.54733972450454
"S01006554",7,1.54733972450454
"S01006555",6,1.32629119243246
"S01006556",5,1.10524266036038
"S01006557",4,0.884194128288307
"S01006558",21,4.64201917351361
"S01006559",21,4.64201917351361
"S01006560",10,2.21048532072077
"S01006561",14,3.09467944900908
"S01006562",7,1.54733972450454
"S01006563",8,1.76838825657661
"S01006564",112,24.7574355920726
"S01006565",119,26.3047753165771
"S01006566",74,16.3575913733337
"S01006567",99,21.8838046751356
"S01006568",74,16.3575913733337
"S01006569",47,10.3892810073876
"S01006570",41,9.06298981495515
"S01006571",43,9.5050868790993
"S01006572",11,2.43153385279285
"S01006573",13,2.873630916937
"S01006574",14,3.09467944900908
"S01006575",23,5.08411623765777
"S01006576",33,7.29460155837854
"S01006577",27,5.96831036594608
"S01006578",50,11.0524266036038
"S01006579",73,16.1365428412616
"S01006580",41,9.06298981495515
"S01006581",12,2.65258238486492
"S01006582",122,26.9679209127934
"S01006583",100,22.1048532072077
"S01006584",110,24.3153385279285
"S01006585",117,25.862678252433
"S01006586",122,26.9679209127934
"S01006587",121,26.7468723807213
"S01006588",119,26.3047753165771
"S01006589",109,24.0942899958564
"S01006590",120,26.5258238486492
"S01006591",111,24.5363870600005
"S01006592",90,19.8943678864869
"S01006593",105,23.2100958675681
"S01006594",42,9.28403834702723
"S01006595",87,19.2312222902707
"S01006596",96,21.2206590789194
"S01006597",80,17.6838825657661
"S01006598",46,10.1682324753155
"S01006599",7,1.54733972450454
"S01006600",13,2.873630916937
"S01006601",30,6.63145596216231
"S01006602",38,8.39984421873892
"S01006603",3,0.663145596216231
"S01006604",4,0.884194128288307
"S01006605",4,0.884194128288307
"S01006606",5,1.10524266036038
"S01006607",4,0.884194128288307
"S01006608",1,0.221048532072077
"S01006609",1,0.221048532072077
"S01006610",2,0.442097064144154
"S01006611",3,0.663145596216231
"S01006612",2,0.442097064144154
"S01006613",2,0.442097064144154
"S01006614",2,0.442097064144154
"S01006615",0,0
"S01006616",2,0.442097064144154
"S01006617",2,0.442097064144154
"S01006618",2,0.442097064144154
"S01006619",2,0.442097064144154
"S01006620",2,0.442097064144154
"S01006621",2,0.442097064144154
"S01006622",2,0.442097064144154
"S01006623",1,0.221048532072077
"S01006624",18,3.97887357729738
"S01006625",8,1.76838825657661
"S01006626",9,1.98943678864869
"S01006627",9,1.98943678864869
"S01006628",38,8.39984421873892
"S01006629",5,1.10524266036038
"S01006630",5,1.10524266036038
"S01006631",7,1.54733972450454
"S01006632",6,1.32629119243246
"S01006633",5,1.10524266036038
"S01006634",5,1.10524266036038
"S01006635",5,1.10524266036038
"S01006636",3,0.663145596216231
"S01006637",91,20.115416418559
"S01006638",97,21.4417076109915
"S01006639",103,22.7679988034239
"S01006640",79,17.4628340336941
"S01006641",75,16.5786399054058
"S01006642",95,20.9996105468473
"S01006643",74,16.3575913733337
"S01006644",36,7.95774715459477
"S01006645",106,23.4311443996401
"S01006646",114,25.1995326562168
"S01006647",111,24.5363870600005
"S01006648",117,25.862678252433
"S01006649",66,14.5892031167571
"S01006650",24,5.30516476972984
"S01006651",42,9.28403834702723
"S01006652",76,16.7996884374778
"S01006653",8,1.76838825657661
"S01006654",7,1.54733972450454
"S01006655",10,2.21048532072077
"S01006656",93,20.5575134827031
"S01006657",12,2.65258238486492
"S01006658",31,6.85250449423438
"S01006659",18,3.97887357729738
"S01006660",13,2.873630916937
"S01006661",14,3.09467944900908
"S01006662",13,2.873630916937
"S01006663",16,3.53677651315323
"S01006664",26,5.747261833874
"S01006665",29,6.41040743009023
"S01006666",9,1.98943678864869
"S01006667",9,1.98943678864869
"S01006668",11,2.43153385279285
"S01006669",9,1.98943678864869
"S01006670",19,4.19992210936946
"S01006671",10,2.21048532072077
"S01006672",11,2.43153385279285
"S01006673",11,2.43153385279285
"S01006674",11,2.43153385279285
"S01006675",10,2.21048532072077
"S01006676",9,1.98943678864869
"S01006677",11,2.43153385279285
"S01006678",7,1.54733972450454
"S01006679",7,1.54733972450454
"S01006680",8,1.76838825657661
"S01006681",6,1.32629119243246
"S01006682",9,1.98943678864869
"S01006683",10,2.21048532072077
"S01006684",8,1.76838825657661
"S01006685",6,1.32629119243246
"S01006686",8,1.76838825657661
"S01006687",8,1.76838825657661
"S01006688",9,1.98943678864869
"S01006689",9,1.98943678864869
"S01006690",9,1.98943678864869
"S01006691",11,2.43153385279285
"S01006692",9,1.98943678864869
"S01006693",9,1.98943678864869
"S01006694",7,1.54733972450454
"S01006695",2,0.442097064144154
"S01006696",2,0.442097064144154
"S01006697",3,0.663145596216231
"S01006698",7,1.54733972450454
"S01006699",4,0.884194128288307
"S01006700",4,0.884194128288307
"S01006701",6,1.32629119243246
"S01006702",7,1.54733972450454
"S01006703",7,1.54733972450454
"S01006704",7,1.54733972450454
"S01006705",7,1.54733972450454
"S01006706",6,1.32629119243246
"S01006707",6,1.32629119243246
"S01006708",2,0.442097064144154
"S01006709",3,0.663145596216231
"S01006710",2,0.442097064144154
"S01006711",3,0.663145596216231
"S01006712",2,0.442097064144154
"S01006713",5,1.10524266036038
"S01006714",7,1.54733972450454
"S01006715",5,1.10524266036038
"S01006716",6,1.32629119243246
"S01006717",6,1.32629119243246
"S01006718",6,1.32629119243246
"S01006719",3,0.663145596216231
"S01006720",4,0.884194128288307
"S01006721",3,0.663145596216231
"S01006722",4,0.884194128288307
"S01006723",4,0.884194128288307
"S01006724",4,0.884194128288307
"S01006725",3,0.663145596216231
"S01006726",6,1.32629119243246
"S01006727",6,1.32629119243246
"S01006728",6,1.32629119243246
"S01006729",8,1.76838825657661
"S01006730",5,1.10524266036038
"S01006731",6,1.32629119243246
"S01006732",0,0
"S01006733",0,0
"S01006734",0,0
"S01006735",2,0.442097064144154
"S01006736",0,0
"S01006737",2,0.442097064144154
"S01006738",8,1.76838825657661
"S01006739",8,1.76838825657661
"S01006740",6,1.32629119243246
"S01006741",3,0.663145596216231
"S01006742",2,0.442097064144154
"S01006743",6,1.32629119243246
"S01006744",10,2.21048532072077
"S01006745",8,1.76838825657661
"S01006746",5,1.10524266036038
"S01006747",6,1.32629119243246
"S01006748",5,1.10524266036038
"S01006749",4,0.884194128288307
"S01006750",3,0.663145596216231
"S01006751",3,0.663145596216231
"S01006752",4,0.884194128288307
"S01006753",6,1.32629119243246
"S01006754",6,1.32629119243246
"S01006755",3,0.663145596216231
"S01006756",7,1.54733972450454
"S01006757",1,0.221048532072077
"S01006758",5,1.10524266036038
"S01006759",8,1.76838825657661
"S01006760",2,0.442097064144154
"S01006761",1,0.221048532072077
"S01006762",1,0.221048532072077
"S01006763",0,0
"S01006764",1,0.221048532072077
"S01006765",1,0.221048532072077
"S01006766",0,0
"S01006767",2,0.442097064144154
"S01006768",2,0.442097064144154
"S01006769",2,0.442097064144154
"S01006770",2,0.442097064144154
"S01006771",1,0.221048532072077
"S01006772",2,0.442097064144154
"S01006773",2,0.442097064144154
"S01006774",1,0.221048532072077
"S01006775",8,1.76838825657661
"S01006776",6,1.32629119243246
"S01006777",2,0.442097064144154
"S01006778",5,1.10524266036038
"S01006779",8,1.76838825657661
"S01006780",10,2.21048532072077
"S01006781",8,1.76838825657661
"S01006782",8,1.76838825657661
"S01006783",8,1.76838825657661
"S01006784",9,1.98943678864869
"S01006785",3,0.663145596216231
"S01006786",2,0.442097064144154
"S01006787",4,0.884194128288307
"S01006788",3,0.663145596216231
"S01006789",7,1.54733972450454
"S01006790",7,1.54733972450454
"S01006791",0,0
"S01006792",0,0
"S01006793",4,0.884194128288307
"S01006794",2,0.442097064144154
"S01006795",2,0.442097064144154
"S01006796",1,0.221048532072077
"S01006797",2,0.442097064144154
"S01006798",1,0.221048532072077
"S01006799",2,0.442097064144154
"S01006800",0,0
"S01006801",3,0.663145596216231
"S01006802",1,0.221048532072077
"S01006803",3,0.663145596216231
"S01006804",3,0.663145596216231
"S01006805",3,0.663145596216231
"S01006806",0,0
"S01006807",0,0
"S01006808",0,0
"S01006809",0,0
"S01006810",2,0.442097064144154
"S01006811",1,0.221048532072077
"S01006812",1,0.221048532072077
"S01006813",1,0.221048532072077
"S01006814",3,0.663145596216231
"S01006815",3,0.663145596216231
"S01006816",3,0.663145596216231
"S01006817",0,0
"S01006818",1,0.221048532072077
"S01006819",0,0
"S01006820",0,0
"S01006821",0,0
"S01006822",0,0
"S01006823",7,1.54733972450454
"S01006824",5,1.10524266036038
"S01006825",1,0.221048532072077
"S01006826",1,0.221048532072077
"S01006827",8,1.76838825657661
"S01006828",7,1.54733972450454
"S01006829",6,1.32629119243246
"S01006830",1,0.221048532072077
"S01006831",4,0.884194128288307
"S01006832",6,1.32629119243246
"S01006833",8,1.76838825657661
"S01006834",1,0.221048532072077
"S01006835",8,1.76838825657661
"S01006836",6,1.32629119243246
"S01006837",1,0.221048532072077
"S01006838",1,0.221048532072077
"S01006839",2,0.442097064144154
"S01006840",2,0.442097064144154
"S01006841",2,0.442097064144154
"S01006842",4,0.884194128288307
"S01006843",4,0.884194128288307
"S01006844",3,0.663145596216231
"S01006845",1,0.221048532072077
"S01006846",3,0.663145596216231
"S01006847",4,0.884194128288307
"S01006848",0,0
"S01006849",2,0.442097064144154
"S01006850",2,0.442097064144154
"S01006851",3,0.663145596216231
"S01006852",2,0.442097064144154
"S01006853",0,0
"S01006854",0,0
"S01006855",0,0
"S01006856",1,0.221048532072077
"S01006857",0,0
"S01006858",0,0
"S01006859",4,0.884194128288307
"S01006860",7,1.54733972450454
"S01006861",2,0.442097064144154
"S01006862",7,1.54733972450454
"S01006863",2,0.442097064144154
"S01006864",2,0.442097064144154
"S01006865",9,1.98943678864869
"S01006866",8,1.76838825657661
"S01006867",8,1.76838825657661
"S01006868",9,1.98943678864869
"S01006869",0,0
"S01006870",1,0.221048532072077
"S01006871",1,0.221048532072077
"S01006872",0,0
"S01006873",1,0.221048532072077
"S01006874",0,0
"S01006875",1,0.221048532072077
"S01006876",2,0.442097064144154
"S01006877",0,0
"S01006878",1,0.221048532072077
"S01006879",0,0
"S01006880",0,0
"S01006881",0,0
"S01006882",3,0.663145596216231
"S01006883",3,0.663145596216231
"S01006884",3,0.663145596216231
