"CODE","4000alcoholTOTAL2016count","4000alcoholTOTAL2016density"
"S01006506",18,0.358098621956765
"S01006507",18,0.358098621956765
"S01006508",18,0.358098621956765
"S01006509",18,0.358098621956765
"S01006510",18,0.358098621956765
"S01006511",21,0.417781725616225
"S01006512",18,0.358098621956765
"S01006513",26,0.51725356504866
"S01006514",22,0.437676093502712
"S01006515",26,0.51725356504866
"S01006516",27,0.537147932935147
"S01006517",57,1.13397896952975
"S01006518",26,0.51725356504866
"S01006519",32,0.636619772367581
"S01006520",27,0.537147932935147
"S01006521",151,3.00404955085952
"S01006522",81,1.61144379880544
"S01006523",72,1.43239448782706
"S01006524",48,0.954929658551372
"S01006525",37,0.736091611800016
"S01006526",349,6.94313439238393
"S01006527",361,7.18186680702178
"S01006528",413,8.2163739371191
"S01006529",481,9.56919095340021
"S01006530",449,8.93257118103263
"S01006531",428,8.5147894554164
"S01006532",503,10.0068670469029
"S01006533",496,9.86760647169751
"S01006534",517,10.2853881973137
"S01006535",516,10.2654938294272
"S01006536",531,10.5639093477246
"S01006537",414,8.23626830500558
"S01006538",413,8.2163739371191
"S01006539",494,9.82781773592454
"S01006540",464,9.23098669932993
"S01006541",458,9.11162049201101
"S01006542",346,6.88345128872447
"S01006543",350,6.96302876027042
"S01006544",509,10.1262332542218
"S01006545",491,9.76813463226508
"S01006546",479,9.52940221762723
"S01006547",185,3.68045805900008
"S01006548",315,6.26672588424338
"S01006549",492,9.78802900015156
"S01006550",414,8.23626830500558
"S01006551",236,4.69507082121091
"S01006552",360,7.16197243913529
"S01006553",498,9.90739520747048
"S01006554",512,10.1859163578813
"S01006555",283,5.6301061118758
"S01006556",456,9.07183175623804
"S01006557",158,3.14331012606493
"S01006558",562,11.1806347522056
"S01006559",557,11.0811629127732
"S01006560",557,11.0811629127732
"S01006561",561,11.1607403843192
"S01006562",541,10.7628530265894
"S01006563",564,11.2204234879786
"S01006564",553,11.0015854412273
"S01006565",552,10.9816910733408
"S01006566",559,11.1209516485462
"S01006567",555,11.0413741770002
"S01006568",559,11.1209516485462
"S01006569",560,11.1408460164327
"S01006570",557,11.0811629127732
"S01006571",550,10.9419023375678
"S01006572",549,10.9220079696813
"S01006573",553,11.0015854412273
"S01006574",550,10.9419023375678
"S01006575",534,10.623592451384
"S01006576",543,10.8026417623624
"S01006577",547,10.8822192339083
"S01006578",540,10.7429586587029
"S01006579",538,10.70316992293
"S01006580",547,10.8822192339083
"S01006581",524,10.4246487725191
"S01006582",536,10.663381187157
"S01006583",534,10.623592451384
"S01006584",547,10.8822192339083
"S01006585",548,10.9021136017948
"S01006586",542,10.7827473944759
"S01006587",522,10.3848600367462
"S01006588",527,10.4843318761786
"S01006589",525,10.4445431404056
"S01006590",530,10.5440149798381
"S01006591",522,10.3848600367462
"S01006592",510,10.1461276221083
"S01006593",519,10.3251769330867
"S01006594",523,10.4047544046327
"S01006595",532,10.583803715611
"S01006596",519,10.3251769330867
"S01006597",531,10.5639093477246
"S01006598",504,10.0267614147894
"S01006599",492,9.78802900015156
"S01006600",505,10.0466557826759
"S01006601",512,10.1859163578813
"S01006602",508,10.1063388863354
"S01006603",399,7.93785278670828
"S01006604",449,8.93257118103263
"S01006605",458,9.11162049201101
"S01006606",470,9.35035290664885
"S01006607",460,9.15140922778398
"S01006608",27,0.537147932935147
"S01006609",444,8.83309934160019
"S01006610",425,8.45510635175694
"S01006611",420,8.3556345123245
"S01006612",349,6.94313439238393
"S01006613",32,0.636619772367581
"S01006614",22,0.437676093502712
"S01006615",26,0.51725356504866
"S01006616",24,0.477464829275686
"S01006617",31,0.616725404481094
"S01006618",37,0.736091611800016
"S01006619",48,0.954929658551372
"S01006620",56,1.11408460164327
"S01006621",77,1.53186632725949
"S01006622",56,1.11408460164327
"S01006623",445,8.85299370948668
"S01006624",489,9.7283458964921
"S01006625",484,9.62887405705967
"S01006626",483,9.60897968917318
"S01006627",481,9.56919095340021
"S01006628",489,9.7283458964921
"S01006629",481,9.56919095340021
"S01006630",473,9.41003601030831
"S01006631",465,9.25088106721642
"S01006632",478,9.50950784974075
"S01006633",472,9.39014164242183
"S01006634",467,9.29066980298939
"S01006635",474,9.4299303781948
"S01006636",457,9.09172612412452
"S01006637",520,10.3450713009732
"S01006638",524,10.4246487725191
"S01006639",526,10.4644375082921
"S01006640",507,10.0864445184489
"S01006641",519,10.3251769330867
"S01006642",529,10.5241206119516
"S01006643",524,10.4246487725191
"S01006644",517,10.2853881973137
"S01006645",547,10.8822192339083
"S01006646",538,10.70316992293
"S01006647",540,10.7429586587029
"S01006648",545,10.8424304981354
"S01006649",553,11.0015854412273
"S01006650",554,11.0214798091138
"S01006651",550,10.9419023375678
"S01006652",547,10.8822192339083
"S01006653",561,11.1607403843192
"S01006654",559,11.1209516485462
"S01006655",560,11.1408460164327
"S01006656",553,11.0015854412273
"S01006657",559,11.1209516485462
"S01006658",546,10.8623248660219
"S01006659",549,10.9220079696813
"S01006660",548,10.9021136017948
"S01006661",545,10.8424304981354
"S01006662",544,10.8225361302489
"S01006663",538,10.70316992293
"S01006664",541,10.7628530265894
"S01006665",539,10.7230642908164
"S01006666",500,9.94718394324346
"S01006667",508,10.1063388863354
"S01006668",518,10.3052825652002
"S01006669",518,10.3052825652002
"S01006670",514,10.2257050936543
"S01006671",471,9.37024727453534
"S01006672",509,10.1262332542218
"S01006673",497,9.887500839584
"S01006674",494,9.82781773592454
"S01006675",524,10.4246487725191
"S01006676",515,10.2455994615408
"S01006677",535,10.6434868192705
"S01006678",502,9.98697267901643
"S01006679",519,10.3251769330867
"S01006680",503,10.0068670469029
"S01006681",336,6.6845076098596
"S01006682",538,10.70316992293
"S01006683",538,10.70316992293
"S01006684",532,10.583803715611
"S01006685",501,9.96707831112995
"S01006686",519,10.3251769330867
"S01006687",529,10.5241206119516
"S01006688",551,10.9617967054543
"S01006689",550,10.9419023375678
"S01006690",548,10.9021136017948
"S01006691",555,11.0413741770002
"S01006692",554,11.0214798091138
"S01006693",536,10.663381187157
"S01006694",523,10.4047544046327
