"CODE","1600alcoholOff2016count","1600alcoholOff2016density"
"S01006506",5,0.621698996452716
"S01006507",5,0.621698996452716
"S01006508",5,0.621698996452716
"S01006509",5,0.621698996452716
"S01006510",5,0.621698996452716
"S01006511",5,0.621698996452716
"S01006512",0,0
"S01006513",0,0
"S01006514",1,0.124339799290543
"S01006515",0,0
"S01006516",0,0
"S01006517",5,0.621698996452716
"S01006518",4,0.497359197162173
"S01006519",5,0.621698996452716
"S01006520",2,0.248679598581086
"S01006521",6,0.746038795743259
"S01006522",3,0.37301939787163
"S01006523",5,0.621698996452716
"S01006524",5,0.621698996452716
"S01006525",5,0.621698996452716
"S01006526",8,0.994718394324346
"S01006527",8,0.994718394324346
"S01006528",11,1.36773779219598
"S01006529",21,2.61113578510141
"S01006530",14,1.74075719006761
"S01006531",11,1.36773779219598
"S01006532",25,3.10849498226358
"S01006533",23,2.85981538368249
"S01006534",30,3.7301939787163
"S01006535",38,4.72491237304064
"S01006536",46,5.71963076736499
"S01006537",11,1.36773779219598
"S01006538",12,1.49207759148652
"S01006539",21,2.61113578510141
"S01006540",15,1.86509698935815
"S01006541",11,1.36773779219598
"S01006542",7,0.870378595033803
"S01006543",8,0.994718394324346
"S01006544",16,1.98943678864869
"S01006545",21,2.61113578510141
"S01006546",11,1.36773779219598
"S01006547",9,1.11905819361489
"S01006548",6,0.746038795743259
"S01006549",14,1.74075719006761
"S01006550",11,1.36773779219598
"S01006551",14,1.74075719006761
"S01006552",16,1.98943678864869
"S01006553",17,2.11377658793923
"S01006554",19,2.36245618652032
"S01006555",14,1.74075719006761
"S01006556",18,2.23811638722978
"S01006557",14,1.74075719006761
"S01006558",57,7.08736855956096
"S01006559",47,5.84397056665553
"S01006560",35,4.35189297516901
"S01006561",28,3.48151438013521
"S01006562",21,2.61113578510141
"S01006563",38,4.72491237304064
"S01006564",75,9.32548494679074
"S01006565",77,9.57416454537183
"S01006566",73,9.07680534820966
"S01006567",76,9.44982474608129
"S01006568",69,8.57944615104748
"S01006569",62,7.70906755601368
"S01006570",59,7.33604815814205
"S01006571",53,6.59000936239879
"S01006572",21,2.61113578510141
"S01006573",36,4.47623277445956
"S01006574",35,4.35189297516901
"S01006575",34,4.22755317587847
"S01006576",39,4.84925217233119
"S01006577",38,4.72491237304064
"S01006578",50,6.21698996452716
"S01006579",57,7.08736855956096
"S01006580",41,5.09793177091227
"S01006581",23,2.85981538368249
"S01006582",80,9.94718394324346
"S01006583",69,8.57944615104748
"S01006584",72,8.95246554891911
"S01006585",74,9.2011451475002
"S01006586",86,10.6932227389867
"S01006587",79,9.82284414395292
"S01006588",78,9.69850434466237
"S01006589",68,8.45510635175694
"S01006590",79,9.82284414395292
"S01006591",72,8.95246554891911
"S01006592",49,6.09265016523662
"S01006593",67,8.3307665524664
"S01006594",56,6.96302876027042
"S01006595",62,7.70906755601368
"S01006596",61,7.58472775672314
"S01006597",63,7.83340735530422
"S01006598",46,5.71963076736499
"S01006599",22,2.73547558439195
"S01006600",36,4.47623277445956
"S01006601",45,5.59529096807444
"S01006602",49,6.09265016523662
"S01006603",8,0.994718394324346
"S01006604",11,1.36773779219598
"S01006605",11,1.36773779219598
"S01006606",16,1.98943678864869
"S01006607",13,1.61641739077706
"S01006608",5,0.621698996452716
"S01006609",7,0.870378595033803
"S01006610",8,0.994718394324346
"S01006611",7,0.870378595033803
"S01006612",7,0.870378595033803
"S01006613",5,0.621698996452716
"S01006614",4,0.497359197162173
"S01006615",4,0.497359197162173
"S01006616",5,0.621698996452716
"S01006617",5,0.621698996452716
"S01006618",5,0.621698996452716
"S01006619",5,0.621698996452716
"S01006620",5,0.621698996452716
"S01006621",5,0.621698996452716
"S01006622",5,0.621698996452716
"S01006623",8,0.994718394324346
"S01006624",41,5.09793177091227
"S01006625",24,2.98415518297304
"S01006626",28,3.48151438013521
"S01006627",31,3.85453377800684
"S01006628",43,5.34661136949336
"S01006629",23,2.85981538368249
"S01006630",19,2.36245618652032
"S01006631",15,1.86509698935815
"S01006632",23,2.85981538368249
"S01006633",16,1.98943678864869
"S01006634",14,1.74075719006761
"S01006635",19,2.36245618652032
"S01006636",13,1.61641739077706
"S01006637",64,7.95774715459477
"S01006638",58,7.21170835885151
"S01006639",70,8.70378595033803
"S01006640",54,6.71434916168933
"S01006641",56,6.96302876027042
"S01006642",69,8.57944615104748
"S01006643",59,7.33604815814205
"S01006644",57,7.08736855956096
"S01006645",75,9.32548494679074
"S01006646",74,9.2011451475002
"S01006647",71,8.82812574962857
"S01006648",77,9.57416454537183
"S01006649",71,8.82812574962857
"S01006650",67,8.3307665524664
"S01006651",69,8.57944615104748
"S01006652",76,9.44982474608129
"S01006653",54,6.71434916168933
"S01006654",51,6.3413297638177
"S01006655",55,6.83868896097988
"S01006656",78,9.69850434466237
"S01006657",57,7.08736855956096
"S01006658",65,8.08208695388531
"S01006659",62,7.70906755601368
"S01006660",50,6.21698996452716
"S01006661",62,7.70906755601368
"S01006662",50,6.21698996452716
"S01006663",60,7.46038795743259
"S01006664",62,7.70906755601368
"S01006665",58,7.21170835885151
"S01006666",23,2.85981538368249
"S01006667",34,4.22755317587847
"S01006668",49,6.09265016523662
"S01006669",37,4.6005725737501
"S01006670",53,6.59000936239879
"S01006671",18,2.23811638722978
"S01006672",32,3.97887357729738
"S01006673",23,2.85981538368249
"S01006674",22,2.73547558439195
"S01006675",34,4.22755317587847
"S01006676",35,4.35189297516901
"S01006677",40,4.97359197162173
"S01006678",32,3.97887357729738
"S01006679",29,3.60585417942575
"S01006680",30,3.7301939787163
"S01006681",24,2.98415518297304
"S01006682",32,3.97887357729738
"S01006683",39,4.84925217233119
"S01006684",30,3.7301939787163
"S01006685",26,3.23283478155412
"S01006686",31,3.85453377800684
"S01006687",26,3.23283478155412
"S01006688",30,3.7301939787163
"S01006689",38,4.72491237304064
"S01006690",32,3.97887357729738
"S01006691",52,6.46566956310825
"S01006692",44,5.4709511687839
"S01006693",31,3.85453377800684
"S01006694",21,2.61113578510141
"S01006695",32,3.97887357729738
"S01006696",33,4.10321337658793
"S01006697",34,4.22755317587847
"S01006698",24,2.98415518297304
"S01006699",35,4.35189297516901
"S01006700",41,5.09793177091227
"S01006701",20,2.48679598581086
"S01006702",24,2.98415518297304
"S01006703",22,2.73547558439195
"S01006704",21,2.61113578510141
"S01006705",24,2.98415518297304
"S01006706",24,2.98415518297304
"S01006707",22,2.73547558439195
"S01006708",18,2.23811638722978
"S01006709",14,1.74075719006761
"S01006710",12,1.49207759148652
"S01006711",16,1.98943678864869
"S01006712",19,2.36245618652032
"S01006713",22,2.73547558439195
"S01006714",25,3.10849498226358
"S01006715",25,3.10849498226358
"S01006716",28,3.48151438013521
"S01006717",26,3.23283478155412
"S01006718",32,3.97887357729738
"S01006719",18,2.23811638722978
"S01006720",18,2.23811638722978
"S01006721",20,2.48679598581086
"S01006722",23,2.85981538368249
"S01006723",26,3.23283478155412
"S01006724",22,2.73547558439195
"S01006725",21,2.61113578510141
"S01006726",28,3.48151438013521
"S01006727",23,2.85981538368249
"S01006728",17,2.11377658793923
"S01006729",29,3.60585417942575
"S01006730",20,2.48679598581086
"S01006731",16,1.98943678864869
"S01006732",1,0.124339799290543
"S01006733",1,0.124339799290543
"S01006734",1,0.124339799290543
"S01006735",1,0.124339799290543
"S01006736",1,0.124339799290543
"S01006737",1,0.124339799290543
"S01006738",15,1.86509698935815
"S01006739",18,2.23811638722978
"S01006740",13,1.61641739077706
"S01006741",8,0.994718394324346
"S01006742",8,0.994718394324346
"S01006743",8,0.994718394324346
"S01006744",9,1.11905819361489
"S01006745",9,1.11905819361489
"S01006746",7,0.870378595033803
"S01006747",8,0.994718394324346
"S01006748",5,0.621698996452716
"S01006749",4,0.497359197162173
"S01006750",4,0.497359197162173
"S01006751",4,0.497359197162173
"S01006752",4,0.497359197162173
"S01006753",5,0.621698996452716
"S01006754",5,0.621698996452716
"S01006755",4,0.497359197162173
"S01006756",24,2.98415518297304
"S01006757",11,1.36773779219598
"S01006758",20,2.48679598581086
"S01006759",21,2.61113578510141
"S01006760",11,1.36773779219598
"S01006761",6,0.746038795743259
"S01006762",3,0.37301939787163
"S01006763",2,0.248679598581086
"S01006764",3,0.37301939787163
"S01006765",2,0.248679598581086
"S01006766",2,0.248679598581086
"S01006767",4,0.497359197162173
"S01006768",6,0.746038795743259
"S01006769",7,0.870378595033803
"S01006770",7,0.870378595033803
"S01006771",5,0.621698996452716
