"CODE","1000tobaccoTOTAL2016count","1000tobaccoTOTAL2016density"
"S01006506",6,1.90985931710274
"S01006507",5,1.59154943091895
"S01006508",5,1.59154943091895
"S01006509",6,1.90985931710274
"S01006510",6,1.90985931710274
"S01006511",6,1.90985931710274
"S01006512",0,0
"S01006513",0,0
"S01006514",0,0
"S01006515",0,0
"S01006516",0,0
"S01006517",4,1.27323954473516
"S01006518",1,0.318309886183791
"S01006519",1,0.318309886183791
"S01006520",1,0.318309886183791
"S01006521",1,0.318309886183791
"S01006522",4,1.27323954473516
"S01006523",4,1.27323954473516
"S01006524",4,1.27323954473516
"S01006525",5,1.59154943091895
"S01006526",6,1.90985931710274
"S01006527",5,1.59154943091895
"S01006528",7,2.22816920328654
"S01006529",12,3.81971863420549
"S01006530",9,2.86478897565412
"S01006531",8,2.54647908947033
"S01006532",13,4.13802852038928
"S01006533",13,4.13802852038928
"S01006534",21,6.6845076098596
"S01006535",19,6.04788783749202
"S01006536",32,10.1859163578813
"S01006537",7,2.22816920328654
"S01006538",8,2.54647908947033
"S01006539",11,3.5014087480217
"S01006540",7,2.22816920328654
"S01006541",6,1.90985931710274
"S01006542",3,0.954929658551372
"S01006543",4,1.27323954473516
"S01006544",5,1.59154943091895
"S01006545",6,1.90985931710274
"S01006546",5,1.59154943091895
"S01006547",5,1.59154943091895
"S01006548",5,1.59154943091895
"S01006549",10,3.18309886183791
"S01006550",5,1.59154943091895
"S01006551",5,1.59154943091895
"S01006552",11,3.5014087480217
"S01006553",12,3.81971863420549
"S01006554",14,4.45633840657307
"S01006555",18,5.72957795130823
"S01006556",18,5.72957795130823
"S01006557",9,2.86478897565412
"S01006558",14,4.45633840657307
"S01006559",14,4.45633840657307
"S01006560",11,3.5014087480217
"S01006561",11,3.5014087480217
"S01006562",10,3.18309886183791
"S01006563",9,2.86478897565412
"S01006564",96,30.5577490736439
"S01006565",108,34.3774677078494
"S01006566",59,18.7802832848437
"S01006567",87,27.6929600979898
"S01006568",51,16.2338041953733
"S01006569",35,11.1408460164327
"S01006570",32,10.1859163578813
"S01006571",32,10.1859163578813
"S01006572",10,3.18309886183791
"S01006573",12,3.81971863420549
"S01006574",12,3.81971863420549
"S01006575",20,6.36619772367581
"S01006576",29,9.23098669932993
"S01006577",22,7.0028174960434
"S01006578",39,12.4140855611678
"S01006579",61,19.4169030572112
"S01006580",34,10.8225361302489
"S01006581",12,3.81971863420549
"S01006582",100,31.8309886183791
"S01006583",83,26.4197205532546
"S01006584",96,30.5577490736439
"S01006585",98,31.1943688460115
"S01006586",112,35.6507072525846
"S01006587",104,33.1042281631142
"S01006588",109,34.6957775940332
"S01006589",90,28.6478897565412
"S01006590",103,32.7859182769304
"S01006591",97,30.8760589598277
"S01006592",68,21.6450722604978
"S01006593",101,32.1492985045629
"S01006594",36,11.4591559026165
"S01006595",59,18.7802832848437
"S01006596",72,22.9183118052329
"S01006597",57,18.1436635124761
"S01006598",31,9.86760647169751
"S01006599",10,3.18309886183791
"S01006600",15,4.77464829275686
"S01006601",23,7.32112738222719
"S01006602",28,8.91267681314614
"S01006603",3,0.954929658551372
"S01006604",8,2.54647908947033
"S01006605",8,2.54647908947033
"S01006606",10,3.18309886183791
"S01006607",3,0.954929658551372
"S01006608",0,0
"S01006609",3,0.954929658551372
"S01006610",4,1.27323954473516
"S01006611",5,1.59154943091895
"S01006612",2,0.636619772367581
"S01006613",3,0.954929658551372
"S01006614",4,1.27323954473516
"S01006615",0,0
"S01006616",5,1.59154943091895
"S01006617",5,1.59154943091895
"S01006618",6,1.90985931710274
"S01006619",5,1.59154943091895
"S01006620",7,2.22816920328654
"S01006621",6,1.90985931710274
"S01006622",6,1.90985931710274
"S01006623",3,0.954929658551372
"S01006624",25,7.95774715459477
"S01006625",22,7.0028174960434
"S01006626",22,7.0028174960434
"S01006627",23,7.32112738222719
"S01006628",29,9.23098669932993
"S01006629",19,6.04788783749202
"S01006630",17,5.41126806512444
"S01006631",5,1.59154943091895
"S01006632",18,5.72957795130823
"S01006633",19,6.04788783749202
"S01006634",14,4.45633840657307
"S01006635",16,5.09295817894065
"S01006636",5,1.59154943091895
"S01006637",69,21.9633821466816
"S01006638",73,23.2366216914167
"S01006639",88,28.0112699841736
"S01006640",39,12.4140855611678
"S01006641",39,12.4140855611678
"S01006642",77,24.5098612361519
"S01006643",49,15.5971844230057
"S01006644",21,6.6845076098596
"S01006645",97,30.8760589598277
"S01006646",110,35.014087480217
"S01006647",105,33.422538049298
"S01006648",115,36.6056369111359
"S01006649",55,17.5070437401085
"S01006650",40,12.7323954473516
"S01006651",44,14.0056349920868
"S01006652",62,19.735212943395
"S01006653",27,8.59436692696235
"S01006654",23,7.32112738222719
"S01006655",26,8.27605704077856
"S01006656",80,25.4647908947033
"S01006657",31,9.86760647169751
"S01006658",42,13.3690152197192
"S01006659",36,11.4591559026165
"S01006660",29,9.23098669932993
"S01006661",34,10.8225361302489
"S01006662",31,9.86760647169751
"S01006663",33,10.5042262440651
"S01006664",43,13.687325105903
"S01006665",42,13.3690152197192
"S01006666",9,2.86478897565412
"S01006667",11,3.5014087480217
"S01006668",19,6.04788783749202
"S01006669",13,4.13802852038928
"S01006670",23,7.32112738222719
"S01006671",14,4.45633840657307
"S01006672",11,3.5014087480217
"S01006673",10,3.18309886183791
"S01006674",10,3.18309886183791
"S01006675",20,6.36619772367581
"S01006676",19,6.04788783749202
"S01006677",25,7.95774715459477
"S01006678",14,4.45633840657307
"S01006679",15,4.77464829275686
"S01006680",13,4.13802852038928
"S01006681",10,3.18309886183791
"S01006682",18,5.72957795130823
"S01006683",22,7.0028174960434
"S01006684",15,4.77464829275686
"S01006685",18,5.72957795130823
"S01006686",17,5.41126806512444
"S01006687",17,5.41126806512444
"S01006688",18,5.72957795130823
"S01006689",22,7.0028174960434
"S01006690",19,6.04788783749202
"S01006691",23,7.32112738222719
"S01006692",26,8.27605704077856
"S01006693",21,6.6845076098596
"S01006694",16,5.09295817894065
"S01006695",10,3.18309886183791
