"CODE","4000alcoholBoth2016count","4000alcoholBoth2016density"
"S01006506",8,0.159154943091895
"S01006507",8,0.159154943091895
"S01006508",8,0.159154943091895
"S01006509",8,0.159154943091895
"S01006510",8,0.159154943091895
"S01006511",9,0.179049310978382
"S01006512",8,0.159154943091895
"S01006513",11,0.218838046751356
"S01006514",10,0.198943678864869
"S01006515",11,0.218838046751356
"S01006516",11,0.218838046751356
"S01006517",22,0.437676093502712
"S01006518",11,0.218838046751356
"S01006519",13,0.25862678252433
"S01006520",14,0.278521150410817
"S01006521",51,1.01461276221083
"S01006522",32,0.636619772367581
"S01006523",30,0.596831036594608
"S01006524",16,0.318309886183791
"S01006525",14,0.278521150410817
"S01006526",117,2.32764104271897
"S01006527",121,2.40721851426492
"S01006528",146,2.90457771142709
"S01006529",162,3.22288759761088
"S01006530",157,3.12341575817845
"S01006531",152,3.02394391874601
"S01006532",166,3.30246506915683
"S01006533",165,3.28257070127034
"S01006534",170,3.38204254070278
"S01006535",170,3.38204254070278
"S01006536",172,3.42183127647575
"S01006537",141,2.80510587199466
"S01006538",140,2.78521150410817
"S01006539",165,3.28257070127034
"S01006540",159,3.16320449395142
"S01006541",159,3.16320449395142
"S01006542",113,2.24806357117302
"S01006543",119,2.36742977849194
"S01006544",169,3.36214817281629
"S01006545",164,3.26267633338385
"S01006546",162,3.22288759761088
"S01006547",59,1.17376770530273
"S01006548",100,1.98943678864869
"S01006549",167,3.32235943704332
"S01006550",140,2.78521150410817
"S01006551",80,1.59154943091895
"S01006552",113,2.24806357117302
"S01006553",171,3.40193690858926
"S01006554",175,3.48151438013521
"S01006555",92,1.8302818455568
"S01006556",154,3.06373265451899
"S01006557",55,1.09419023375678
"S01006558",186,3.70035242688657
"S01006559",185,3.68045805900008
"S01006560",185,3.68045805900008
"S01006561",189,3.76003553054603
"S01006562",181,3.60088058745413
"S01006563",190,3.77992989843251
"S01006564",184,3.66056369111359
"S01006565",182,3.62077495534062
"S01006566",183,3.64066932322711
"S01006567",184,3.66056369111359
"S01006568",186,3.70035242688657
"S01006569",186,3.70035242688657
"S01006570",185,3.68045805900008
"S01006571",181,3.60088058745413
"S01006572",179,3.56109185168116
