"CODE","3000alcoholTOTAL2016count","3000alcoholTOTAL2016density"
"S01006506",18,0.636619772367581
"S01006507",18,0.636619772367581
"S01006508",18,0.636619772367581
"S01006509",17,0.601252007236049
"S01006510",17,0.601252007236049
"S01006511",17,0.601252007236049
"S01006512",15,0.530516476972984
"S01006513",19,0.671987537499114
"S01006514",21,0.742723067762178
"S01006515",19,0.671987537499114
"S01006516",15,0.530516476972984
"S01006517",22,0.778090832893711
"S01006518",11,0.389045416446855
"S01006519",14,0.495148711841452
"S01006520",11,0.389045416446855
"S01006521",56,1.98059484736581
"S01006522",33,1.16713624934057
"S01006523",31,1.0964007190775
"S01006524",20,0.707355302630646
"S01006525",15,0.530516476972984
"S01006526",80,2.82942121052258
"S01006527",84,2.97089227104871
"S01006528",135,4.77464829275686
"S01006529",350,12.3787177960363
"S01006530",229,8.0992182151209
"S01006531",160,5.65884242104517
"S01006532",409,14.4654159387967
"S01006533",382,13.5104862802453
"S01006534",431,15.2435067716904
"S01006535",439,15.5264488927427
"S01006536",471,16.6582173769517
"S01006537",127,4.4917061717046
"S01006538",119,4.20876405065234
"S01006539",361,12.7677632124832
"S01006540",237,8.38216033617315
"S01006541",177,6.26009442828122
"S01006542",103,3.64287980854783
"S01006543",91,3.21846662696944
"S01006544",327,11.5652591980111
"S01006545",358,12.6616599170886
"S01006546",199,7.03818526117493
"S01006547",71,2.51111132433879
"S01006548",93,3.2892021572325
"S01006549",190,6.71987537499114
"S01006550",118,4.17339628552081
"S01006551",75,2.65258238486492
"S01006552",82,2.90015674078565
"S01006553",177,6.26009442828122
"S01006554",236,8.34679257104162
"S01006555",80,2.82942121052258
"S01006556",106,3.74898310394242
"S01006557",58,2.05133037762887
"S01006558",517,18.2851345730022
"S01006559",500,17.6838825657661
"S01006560",487,17.2241016190562
"S01006561",480,16.9765272631355
"S01006562",383,13.5458540453769
"S01006563",489,17.2948371493193
"S01006564",503,17.7899858611607
"S01006565",502,17.7546180960292
"S01006566",513,18.1436635124761
"S01006567",507,17.9314569216869
"S01006568",509,18.0021924519499
"S01006569",508,17.9668246868184
"S01006570",507,17.9314569216869
"S01006571",501,17.7192503308977
"S01006572",458,16.1984364302418
"S01006573",486,17.1887338539247
"S01006574",469,16.5874818466886
"S01006575",448,15.8447587789265
