"CODE","1000alcoholOff2016count","1000alcoholOff2016density"
"S01006506",5,1.59154943091895
"S01006507",4,1.27323954473516
"S01006508",4,1.27323954473516
"S01006509",5,1.59154943091895
"S01006510",5,1.59154943091895
"S01006511",5,1.59154943091895
"S01006512",0,0
"S01006513",0,0
"S01006514",0,0
"S01006515",0,0
"S01006516",0,0
"S01006517",3,0.954929658551372
"S01006518",2,0.636619772367581
"S01006519",2,0.636619772367581
"S01006520",2,0.636619772367581
"S01006521",0,0
"S01006522",3,0.954929658551372
"S01006523",3,0.954929658551372
"S01006524",3,0.954929658551372
"S01006525",5,1.59154943091895
"S01006526",4,1.27323954473516
"S01006527",3,0.954929658551372
"S01006528",6,1.90985931710274
"S01006529",7,2.22816920328654
"S01006530",5,1.59154943091895
"S01006531",6,1.90985931710274
"S01006532",8,2.54647908947033
"S01006533",8,2.54647908947033
"S01006534",14,4.45633840657307
"S01006535",12,3.81971863420549
"S01006536",20,6.36619772367581
"S01006537",5,1.59154943091895
"S01006538",6,1.90985931710274
"S01006539",7,2.22816920328654
"S01006540",7,2.22816920328654
"S01006541",6,1.90985931710274
"S01006542",3,0.954929658551372
"S01006543",3,0.954929658551372
"S01006544",4,1.27323954473516
"S01006545",6,1.90985931710274
"S01006546",5,1.59154943091895
"S01006547",4,1.27323954473516
"S01006548",4,1.27323954473516
"S01006549",5,1.59154943091895
"S01006550",4,1.27323954473516
"S01006551",4,1.27323954473516
"S01006552",7,2.22816920328654
"S01006553",6,1.90985931710274
"S01006554",9,2.86478897565412
"S01006555",12,3.81971863420549
"S01006556",11,3.5014087480217
"S01006557",6,1.90985931710274
"S01006558",12,3.81971863420549
"S01006559",11,3.5014087480217
"S01006560",8,2.54647908947033
"S01006561",6,1.90985931710274
"S01006562",4,1.27323954473516
"S01006563",8,2.54647908947033
"S01006564",41,13.0507053335354
"S01006565",46,14.6422547644544
"S01006566",33,10.5042262440651
"S01006567",41,13.0507053335354
"S01006568",29,9.23098669932993
"S01006569",21,6.6845076098596
"S01006570",21,6.6845076098596
"S01006571",20,6.36619772367581
"S01006572",5,1.59154943091895
"S01006573",9,2.86478897565412
"S01006574",8,2.54647908947033
"S01006575",15,4.77464829275686
"S01006576",19,6.04788783749202
"S01006577",15,4.77464829275686
"S01006578",23,7.32112738222719
"S01006579",30,9.54929658551372
"S01006580",23,7.32112738222719
"S01006581",9,2.86478897565412
"S01006582",35,11.1408460164327
"S01006583",30,9.54929658551372
"S01006584",42,13.3690152197192
"S01006585",44,14.0056349920868
"S01006586",47,14.9605646506382
"S01006587",36,11.4591559026165
"S01006588",42,13.3690152197192
"S01006589",34,10.8225361302489
"S01006590",34,10.8225361302489
"S01006591",35,11.1408460164327
"S01006592",29,9.23098669932993
"S01006593",37,11.7774657888003
"S01006594",22,7.0028174960434
"S01006595",23,7.32112738222719
"S01006596",27,8.59436692696235
"S01006597",23,7.32112738222719
"S01006598",22,7.0028174960434
"S01006599",7,2.22816920328654
"S01006600",9,2.86478897565412
"S01006601",12,3.81971863420549
"S01006602",17,5.41126806512444
"S01006603",2,0.636619772367581
"S01006604",5,1.59154943091895
"S01006605",5,1.59154943091895
"S01006606",5,1.59154943091895
"S01006607",4,1.27323954473516
"S01006608",1,0.318309886183791
"S01006609",2,0.636619772367581
"S01006610",3,0.954929658551372
"S01006611",4,1.27323954473516
"S01006612",1,0.318309886183791
"S01006613",3,0.954929658551372
"S01006614",2,0.636619772367581
"S01006615",0,0
"S01006616",4,1.27323954473516
"S01006617",4,1.27323954473516
"S01006618",4,1.27323954473516
"S01006619",4,1.27323954473516
"S01006620",5,1.59154943091895
"S01006621",4,1.27323954473516
"S01006622",5,1.59154943091895
"S01006623",2,0.636619772367581
"S01006624",16,5.09295817894065
"S01006625",13,4.13802852038928
"S01006626",14,4.45633840657307
"S01006627",12,3.81971863420549
"S01006628",17,5.41126806512444
"S01006629",13,4.13802852038928
"S01006630",12,3.81971863420549
"S01006631",2,0.636619772367581
"S01006632",11,3.5014087480217
"S01006633",13,4.13802852038928
"S01006634",9,2.86478897565412
"S01006635",9,2.86478897565412
"S01006636",2,0.636619772367581
"S01006637",31,9.86760647169751
"S01006638",36,11.4591559026165
"S01006639",35,11.1408460164327
"S01006640",21,6.6845076098596
"S01006641",29,9.23098669932993
"S01006642",41,13.0507053335354
"S01006643",38,12.095775674984
"S01006644",19,6.04788783749202
"S01006645",45,14.3239448782706
"S01006646",47,14.9605646506382
"S01006647",45,14.3239448782706
"S01006648",50,15.9154943091895
"S01006649",41,13.0507053335354
"S01006650",32,10.1859163578813
"S01006651",35,11.1408460164327
"S01006652",45,14.3239448782706
"S01006653",20,6.36619772367581
"S01006654",18,5.72957795130823
"S01006655",21,6.6845076098596
"S01006656",39,12.4140855611678
"S01006657",21,6.6845076098596
"S01006658",32,10.1859163578813
"S01006659",28,8.91267681314614
"S01006660",24,7.63943726841098
"S01006661",24,7.63943726841098
"S01006662",24,7.63943726841098
"S01006663",26,8.27605704077856
"S01006664",31,9.86760647169751
"S01006665",32,10.1859163578813
"S01006666",6,1.90985931710274
