"CODE","1000alcoholOn2012count","1000alcoholOn2012density"
"S01006506",8,2.54647908947033
"S01006507",6,1.90985931710274
"S01006508",6,1.90985931710274
"S01006509",7,2.22816920328654
"S01006510",7,2.22816920328654
"S01006511",9,2.86478897565412
"S01006512",0,0
"S01006513",0,0
"S01006514",1,0.318309886183791
"S01006515",0,0
"S01006516",0,0
"S01006517",1,0.318309886183791
"S01006518",2,0.636619772367581
"S01006519",2,0.636619772367581
"S01006520",1,0.318309886183791
"S01006521",5,1.59154943091895
"S01006522",2,0.636619772367581
"S01006523",2,0.636619772367581
"S01006524",1,0.318309886183791
"S01006525",2,0.636619772367581
"S01006526",5,1.59154943091895
"S01006527",5,1.59154943091895
"S01006528",4,1.27323954473516
"S01006529",8,2.54647908947033
"S01006530",5,1.59154943091895
"S01006531",5,1.59154943091895
"S01006532",10,3.18309886183791
"S01006533",11,3.5014087480217
"S01006534",16,5.09295817894065
"S01006535",19,6.04788783749202
"S01006536",72,22.9183118052329
"S01006537",8,2.54647908947033
"S01006538",7,2.22816920328654
"S01006539",7,2.22816920328654
"S01006540",4,1.27323954473516
"S01006541",8,2.54647908947033
"S01006542",5,1.59154943091895
"S01006543",5,1.59154943091895
"S01006544",11,3.5014087480217
"S01006545",12,3.81971863420549
"S01006546",9,2.86478897565412
"S01006547",5,1.59154943091895
"S01006548",4,1.27323954473516
"S01006549",8,2.54647908947033
"S01006550",4,1.27323954473516
"S01006551",4,1.27323954473516
"S01006552",7,2.22816920328654
"S01006553",5,1.59154943091895
"S01006554",6,1.90985931710274
"S01006555",8,2.54647908947033
"S01006556",7,2.22816920328654
"S01006557",3,0.954929658551372
"S01006558",13,4.13802852038928
"S01006559",15,4.77464829275686
"S01006560",12,3.81971863420549
"S01006561",8,2.54647908947033
"S01006562",7,2.22816920328654
"S01006563",5,1.59154943091895
"S01006564",200,63.6619772367581
"S01006565",229,72.8929639360881
"S01006566",84,26.7380304394384
"S01006567",176,56.0225399683472
"S01006568",107,34.0591578216656
"S01006569",64,20.3718327157626
"S01006570",65,20.6901426019464
"S01006571",70,22.2816920328653
"S01006572",13,4.13802852038928
"S01006573",14,4.45633840657307
"S01006574",14,4.45633840657307
"S01006575",23,7.32112738222719
"S01006576",46,14.6422547644544
"S01006577",39,12.4140855611678
"S01006578",91,28.966199642725
"S01006579",142,45.2000038380983
"S01006580",69,21.9633821466816
"S01006581",17,5.41126806512444
"S01006582",241,76.7126825702936
"S01006583",199,63.3436673505743
"S01006584",194,61.7521179196554
"S01006585",232,73.8478935946394
"S01006586",264,84.0338099525207
"S01006587",258,82.123950635418
"S01006588",256,81.4873308630504
"S01006589",210,66.845076098596
"S01006590",256,81.4873308630504
"S01006591",228,72.5746540499043
"S01006592",137,43.6084544071793
"S01006593",223,70.9831046189853
"S01006594",74,23.5549315776005
"S01006595",156,49.6563422446713
"S01006596",172,54.749300423612
"S01006597",136,43.2901445209955
"S01006598",27,8.59436692696235
"S01006599",6,1.90985931710274
"S01006600",15,4.77464829275686
"S01006601",34,10.8225361302489
"S01006602",42,13.3690152197192
"S01006603",3,0.954929658551372
"S01006604",4,1.27323954473516
"S01006605",3,0.954929658551372
"S01006606",5,1.59154943091895
"S01006607",2,0.636619772367581
"S01006608",0,0
"S01006609",2,0.636619772367581
"S01006610",3,0.954929658551372
"S01006611",3,0.954929658551372
"S01006612",0,0
"S01006613",1,0.318309886183791
"S01006614",3,0.954929658551372
"S01006615",0,0
"S01006616",3,0.954929658551372
"S01006617",4,1.27323954473516
"S01006618",4,1.27323954473516
"S01006619",4,1.27323954473516
"S01006620",6,1.90985931710274
"S01006621",6,1.90985931710274
"S01006622",4,1.27323954473516
"S01006623",3,0.954929658551372
"S01006624",14,4.45633840657307
"S01006625",6,1.90985931710274
"S01006626",10,3.18309886183791
"S01006627",13,4.13802852038928
"S01006628",33,10.5042262440651
"S01006629",7,2.22816920328654
"S01006630",2,0.636619772367581
"S01006631",4,1.27323954473516
"S01006632",9,2.86478897565412
"S01006633",5,1.59154943091895
"S01006634",7,2.22816920328654
"S01006635",8,2.54647908947033
"S01006636",4,1.27323954473516
"S01006637",151,48.0647928137524
"S01006638",135,42.9718346348117
"S01006639",194,61.7521179196554
"S01006640",88,28.0112699841736
"S01006641",86,27.374650211806
"S01006642",128,40.7436654315252
"S01006643",86,27.374650211806
"S01006644",31,9.86760647169751
"S01006645",159,50.6112719032227
"S01006646",236,75.1211331393746
"S01006647",196,62.388737692023
"S01006648",239,76.076062797926
"S01006649",59,18.7802832848437
"S01006650",26,8.27605704077856
"S01006651",37,11.7774657888003
"S01006652",71,22.6000019190491
"S01006653",10,3.18309886183791
"S01006654",6,1.90985931710274
"S01006655",12,3.81971863420549
"S01006656",134,42.653524748628
"S01006657",14,4.45633840657307
"S01006658",33,10.5042262440651
