"CODE","5000tobaccoTOTAL2012count","5000tobaccoTOTAL2012density"
"S01006506",16,0.203718327157626
"S01006507",16,0.203718327157626
"S01006508",16,0.203718327157626
"S01006509",15,0.190985931710274
"S01006510",15,0.190985931710274
"S01006511",15,0.190985931710274
"S01006512",22,0.280112699841736
"S01006513",22,0.280112699841736
"S01006514",20,0.254647908947033
"S01006515",22,0.280112699841736
"S01006516",22,0.280112699841736
"S01006517",73,0.929464867656669
"S01006518",47,0.598422586025526
"S01006519",53,0.674816958709636
"S01006520",42,0.534760608788768
"S01006521",257,3.27222562996937
"S01006522",136,1.73160578083982
"S01006523",108,1.37509870831398
"S01006524",69,0.878535285867262
"S01006525",59,0.751211331393746
"S01006526",292,3.71785947062668
"S01006527",292,3.71785947062668
"S01006528",301,3.83245102965284
"S01006529",318,4.04890175225782
"S01006530",308,3.9215777977843
"S01006531",300,3.81971863420549
"S01006532",329,4.18895810217869
"S01006533",335,4.2653524748628
"S01006534",336,4.27808487031015
"S01006535",337,4.2908172657575
"S01006536",342,4.35447924299426
"S01006537",313,3.98523977502106
"S01006538",312,3.97250737957371
"S01006539",332,4.22715528852074
"S01006540",321,4.08709893859987
"S01006541",330,4.20169049762604
"S01006542",321,4.08709893859987
"S01006543",313,3.98523977502106
"S01006544",343,4.36721163844161
"S01006545",335,4.2653524748628
"S01006546",331,4.21442289307339
"S01006547",285,3.62873270249521
"S01006548",320,4.07436654315252
"S01006549",346,4.40540882478366
"S01006550",333,4.23988768396809
"S01006551",308,3.9215777977843
"S01006552",330,4.20169049762604
"S01006553",347,4.41814122023101
"S01006554",358,4.55819757015188
"S01006555",321,4.08709893859987
"S01006556",344,4.37994403388896
"S01006557",285,3.62873270249521
"S01006558",361,4.59639475649394
"S01006559",356,4.53273277925718
"S01006560",361,4.59639475649394
"S01006561",361,4.59639475649394
"S01006562",359,4.57092996559923
"S01006563",362,4.60912715194129
"S01006564",352,4.48180319746777
"S01006565",352,4.48180319746777
"S01006566",352,4.48180319746777
"S01006567",352,4.48180319746777
"S01006568",353,4.49453559291512
"S01006569",355,4.52000038380983
"S01006570",355,4.52000038380983
"S01006571",350,4.45633840657307
"S01006572",357,4.54546517470453
"S01006573",354,4.50726798836248
"S01006574",351,4.46907080202042
"S01006575",338,4.30354966120485
"S01006576",344,4.37994403388896
"S01006577",347,4.41814122023101
"S01006578",347,4.41814122023101
"S01006579",347,4.41814122023101
"S01006580",349,4.44360601112572
"S01006581",336,4.27808487031015
"S01006582",346,4.40540882478366
"S01006583",348,4.43087361567837
"S01006584",350,4.45633840657307
"S01006585",350,4.45633840657307
"S01006586",348,4.43087361567837
"S01006587",340,4.32901445209955
"S01006588",346,4.40540882478366
"S01006589",344,4.37994403388896
"S01006590",343,4.36721163844161
"S01006591",342,4.35447924299426
"S01006592",331,4.21442289307339
"S01006593",338,4.30354966120485
"S01006594",340,4.32901445209955
"S01006595",346,4.40540882478366
"S01006596",341,4.3417468475469
"S01006597",346,4.40540882478366
"S01006598",325,4.13802852038928
"S01006599",324,4.12529612494193
"S01006600",331,4.21442289307339
"S01006601",336,4.27808487031015
"S01006602",334,4.25262007941544
"S01006603",276,3.51414114346905
"S01006604",294,3.74332426152138
"S01006605",290,3.69239467973197
"S01006606",309,3.93431019323165
"S01006607",294,3.74332426152138
"S01006608",78,0.993126844893427
"S01006609",277,3.5268735389164
"S01006610",277,3.5268735389164
"S01006611",281,3.57780312070581
"S01006612",262,3.33588760720613
"S01006613",91,1.158647985709
"S01006614",67,0.853070494972559
"S01006615",70,0.891267681314614
"S01006616",71,0.904000076761965
"S01006617",84,1.06952121757754
"S01006618",127,1.61701422181366
"S01006619",171,2.17723962149713
"S01006620",191,2.43188753044416
"S01006621",213,2.7120002302859
"S01006622",194,2.47008471678622
"S01006623",274,3.48867635257435
"S01006624",315,4.01070456591576
"S01006625",306,3.8961130068896
"S01006626",309,3.93431019323165
"S01006627",311,3.95977498412636
"S01006628",316,4.02343696136311
"S01006629",304,3.87064821599489
"S01006630",297,3.78152144786343
"S01006631",293,3.73059186607403
"S01006632",306,3.8961130068896
"S01006633",295,3.75605665696873
"S01006634",296,3.76878905241608
"S01006635",303,3.85791582054754
"S01006636",286,3.64146509794257
"S01006637",339,4.3162820566522
"S01006638",345,4.39267642933631
"S01006639",346,4.40540882478366
"S01006640",335,4.2653524748628
"S01006641",338,4.30354966120485
"S01006642",344,4.37994403388896
"S01006643",342,4.35447924299426
"S01006644",339,4.3162820566522
"S01006645",349,4.44360601112572
"S01006646",350,4.45633840657307
"S01006647",348,4.43087361567837
"S01006648",350,4.45633840657307
"S01006649",350,4.45633840657307
"S01006650",351,4.46907080202042
"S01006651",350,4.45633840657307
"S01006652",349,4.44360601112572
"S01006653",357,4.54546517470453
"S01006654",357,4.54546517470453
"S01006655",359,4.57092996559923
"S01006656",352,4.48180319746777
"S01006657",356,4.53273277925718
"S01006658",348,4.43087361567837
"S01006659",349,4.44360601112572
"S01006660",352,4.48180319746777
"S01006661",346,4.40540882478366
"S01006662",352,4.48180319746777
"S01006663",342,4.35447924299426
"S01006664",343,4.36721163844161
"S01006665",345,4.39267642933631
"S01006666",321,4.08709893859987
"S01006667",329,4.18895810217869
"S01006668",333,4.23988768396809
"S01006669",331,4.21442289307339
"S01006670",336,4.27808487031015
"S01006671",319,4.06163414770517
"S01006672",328,4.17622570673133
"S01006673",325,4.13802852038928
"S01006674",322,4.09983133404722
"S01006675",346,4.40540882478366
"S01006676",345,4.39267642933631
"S01006677",347,4.41814122023101
"S01006678",342,4.35447924299426
"S01006679",346,4.40540882478366
"S01006680",344,4.37994403388896
"S01006681",333,4.23988768396809
"S01006682",350,4.45633840657307
"S01006683",350,4.45633840657307
"S01006684",350,4.45633840657307
"S01006685",340,4.32901445209955
"S01006686",347,4.41814122023101
"S01006687",348,4.43087361567837
"S01006688",356,4.53273277925718
"S01006689",352,4.48180319746777
"S01006690",352,4.48180319746777
"S01006691",356,4.53273277925718
"S01006692",355,4.52000038380983
"S01006693",350,4.45633840657307
"S01006694",359,4.57092996559923
"S01006695",360,4.58366236104659
"S01006696",356,4.53273277925718
"S01006697",359,4.57092996559923
"S01006698",360,4.58366236104659
"S01006699",357,4.54546517470453
"S01006700",357,4.54546517470453
"S01006701",318,4.04890175225782
"S01006702",342,4.35447924299426
"S01006703",341,4.3417468475469
"S01006704",327,4.16349331128398
"S01006705",354,4.50726798836248
"S01006706",354,4.50726798836248
"S01006707",357,4.54546517470453
"S01006708",303,3.85791582054754
"S01006709",280,3.56507072525846
"S01006710",226,2.87752137110147
"S01006711",254,3.23402844362731
"S01006712",307,3.90884540233695
"S01006713",331,4.21442289307339
"S01006714",357,4.54546517470453
"S01006715",345,4.39267642933631
"S01006716",355,4.52000038380983
"S01006717",349,4.44360601112572
"S01006718",355,4.52000038380983
"S01006719",297,3.78152144786343
"S01006720",273,3.47594395712699
"S01006721",315,4.01070456591576
"S01006722",339,4.3162820566522
"S01006723",336,4.27808487031015
"S01006724",329,4.18895810217869
"S01006725",323,4.11256372949458
"S01006726",338,4.30354966120485
"S01006727",335,4.2653524748628
"S01006728",319,4.06163414770517
"S01006729",343,4.36721163844161
