"CODE","1000alcoholBoth2012count","1000alcoholBoth2012density"
"S01006506",5,1.59154943091895
"S01006507",3,0.954929658551372
"S01006508",3,0.954929658551372
"S01006509",4,1.27323954473516
"S01006510",4,1.27323954473516
"S01006511",4,1.27323954473516
"S01006512",0,0
"S01006513",0,0
"S01006514",0,0
"S01006515",0,0
"S01006516",0,0
"S01006517",1,0.318309886183791
"S01006518",2,0.636619772367581
"S01006519",2,0.636619772367581
"S01006520",1,0.318309886183791
"S01006521",4,1.27323954473516
"S01006522",1,0.318309886183791
"S01006523",1,0.318309886183791
"S01006524",1,0.318309886183791
"S01006525",2,0.636619772367581
"S01006526",4,1.27323954473516
"S01006527",4,1.27323954473516
"S01006528",2,0.636619772367581
"S01006529",6,1.90985931710274
"S01006530",3,0.954929658551372
"S01006531",3,0.954929658551372
"S01006532",8,2.54647908947033
"S01006533",7,2.22816920328654
"S01006534",9,2.86478897565412
"S01006535",13,4.13802852038928
"S01006536",24,7.63943726841098
"S01006537",6,1.90985931710274
"S01006538",6,1.90985931710274
"S01006539",5,1.59154943091895
"S01006540",2,0.636619772367581
"S01006541",4,1.27323954473516
"S01006542",3,0.954929658551372
"S01006543",3,0.954929658551372
"S01006544",4,1.27323954473516
"S01006545",6,1.90985931710274
"S01006546",5,1.59154943091895
"S01006547",3,0.954929658551372
"S01006548",2,0.636619772367581
"S01006549",7,2.22816920328654
"S01006550",2,0.636619772367581
"S01006551",2,0.636619772367581
"S01006552",5,1.59154943091895
"S01006553",4,1.27323954473516
"S01006554",6,1.90985931710274
"S01006555",6,1.90985931710274
"S01006556",5,1.59154943091895
"S01006557",2,0.636619772367581
"S01006558",7,2.22816920328654
"S01006559",8,2.54647908947033
"S01006560",6,1.90985931710274
"S01006561",4,1.27323954473516
"S01006562",6,1.90985931710274
"S01006563",2,0.636619772367581
"S01006564",67,21.326762374314
"S01006565",76,24.1915513499681
"S01006566",31,9.86760647169751
"S01006567",56,17.8253536262923
"S01006568",36,11.4591559026165
"S01006569",21,6.6845076098596
"S01006570",20,6.36619772367581
"S01006571",24,7.63943726841098
"S01006572",7,2.22816920328654
"S01006573",7,2.22816920328654
"S01006574",7,2.22816920328654
"S01006575",14,4.45633840657307
"S01006576",18,5.72957795130823
"S01006577",19,6.04788783749202
"S01006578",30,9.54929658551372
"S01006579",38,12.095775674984
"S01006580",24,7.63943726841098
"S01006581",10,3.18309886183791
"S01006582",79,25.1464810085195
"S01006583",63,20.0535228295788
"S01006584",65,20.6901426019464
"S01006585",77,24.5098612361519
"S01006586",93,29.6028194150925
"S01006587",87,27.6929600979898
"S01006588",87,27.6929600979898
"S01006589",80,25.4647908947033
"S01006590",86,27.374650211806
"S01006591",72,22.9183118052329
"S01006592",45,14.3239448782706
"S01006593",69,21.9633821466816
"S01006594",24,7.63943726841098
"S01006595",45,14.3239448782706
"S01006596",53,16.8704239677409
"S01006597",38,12.095775674984
"S01006598",10,3.18309886183791
"S01006599",5,1.59154943091895
"S01006600",11,3.5014087480217
"S01006601",15,4.77464829275686
"S01006602",16,5.09295817894065
"S01006603",2,0.636619772367581
"S01006604",3,0.954929658551372
"S01006605",3,0.954929658551372
"S01006606",4,1.27323954473516
"S01006607",2,0.636619772367581
"S01006608",0,0
"S01006609",2,0.636619772367581
"S01006610",3,0.954929658551372
"S01006611",2,0.636619772367581
"S01006612",0,0
"S01006613",1,0.318309886183791
"S01006614",2,0.636619772367581
"S01006615",0,0
"S01006616",2,0.636619772367581
"S01006617",2,0.636619772367581
"S01006618",2,0.636619772367581
"S01006619",2,0.636619772367581
"S01006620",2,0.636619772367581
"S01006621",2,0.636619772367581
"S01006622",1,0.318309886183791
"S01006623",2,0.636619772367581
"S01006624",8,2.54647908947033
"S01006625",4,1.27323954473516
"S01006626",6,1.90985931710274
"S01006627",7,2.22816920328654
"S01006628",15,4.77464829275686
"S01006629",5,1.59154943091895
"S01006630",2,0.636619772367581
"S01006631",2,0.636619772367581
"S01006632",6,1.90985931710274
"S01006633",5,1.59154943091895
"S01006634",5,1.59154943091895
"S01006635",5,1.59154943091895
"S01006636",2,0.636619772367581
"S01006637",65,20.6901426019464
"S01006638",59,18.7802832848437
"S01006639",72,22.9183118052329
"S01006640",38,12.095775674984
"S01006641",35,11.1408460164327
"S01006642",55,17.5070437401085
"S01006643",36,11.4591559026165
"S01006644",14,4.45633840657307
"S01006645",63,20.0535228295788
"S01006646",85,27.0563403256222
"S01006647",73,23.2366216914167
"S01006648",83,26.4197205532546
"S01006649",27,8.59436692696235
"S01006650",13,4.13802852038928
"S01006651",17,5.41126806512444
"S01006652",34,10.8225361302489
"S01006653",5,1.59154943091895
"S01006654",3,0.954929658551372
"S01006655",7,2.22816920328654
"S01006656",46,14.6422547644544
"S01006657",6,1.90985931710274
"S01006658",18,5.72957795130823
"S01006659",11,3.5014087480217
"S01006660",8,2.54647908947033
"S01006661",9,2.86478897565412
"S01006662",7,2.22816920328654
"S01006663",10,3.18309886183791
"S01006664",13,4.13802852038928
"S01006665",15,4.77464829275686
"S01006666",7,2.22816920328654
"S01006667",8,2.54647908947033
"S01006668",7,2.22816920328654
"S01006669",8,2.54647908947033
"S01006670",6,1.90985931710274
"S01006671",10,3.18309886183791
"S01006672",7,2.22816920328654
"S01006673",9,2.86478897565412
"S01006674",9,2.86478897565412
"S01006675",7,2.22816920328654
"S01006676",7,2.22816920328654
"S01006677",8,2.54647908947033
"S01006678",8,2.54647908947033
"S01006679",7,2.22816920328654
"S01006680",7,2.22816920328654
"S01006681",4,1.27323954473516
"S01006682",8,2.54647908947033
"S01006683",7,2.22816920328654
"S01006684",8,2.54647908947033
"S01006685",6,1.90985931710274
"S01006686",7,2.22816920328654
"S01006687",7,2.22816920328654
"S01006688",7,2.22816920328654
"S01006689",9,2.86478897565412
"S01006690",9,2.86478897565412
"S01006691",4,1.27323954473516
"S01006692",7,2.22816920328654
"S01006693",8,2.54647908947033
"S01006694",6,1.90985931710274
"S01006695",2,0.636619772367581
"S01006696",2,0.636619772367581
"S01006697",2,0.636619772367581
"S01006698",5,1.59154943091895
"S01006699",2,0.636619772367581
"S01006700",3,0.954929658551372
"S01006701",6,1.90985931710274
"S01006702",6,1.90985931710274
"S01006703",6,1.90985931710274
"S01006704",3,0.954929658551372
"S01006705",7,2.22816920328654
"S01006706",6,1.90985931710274
"S01006707",6,1.90985931710274
"S01006708",3,0.954929658551372
"S01006709",2,0.636619772367581
"S01006710",2,0.636619772367581
"S01006711",2,0.636619772367581
"S01006712",3,0.954929658551372
"S01006713",3,0.954929658551372
"S01006714",4,1.27323954473516
"S01006715",2,0.636619772367581
"S01006716",2,0.636619772367581
"S01006717",3,0.954929658551372
"S01006718",3,0.954929658551372
"S01006719",2,0.636619772367581
"S01006720",2,0.636619772367581
"S01006721",1,0.318309886183791
"S01006722",3,0.954929658551372
"S01006723",2,0.636619772367581
"S01006724",2,0.636619772367581
"S01006725",2,0.636619772367581
"S01006726",4,1.27323954473516
"S01006727",3,0.954929658551372
"S01006728",2,0.636619772367581
"S01006729",4,1.27323954473516
"S01006730",5,1.59154943091895
"S01006731",5,1.59154943091895
"S01006732",0,0
"S01006733",0,0
"S01006734",0,0
"S01006735",1,0.318309886183791
