"CODE","4000alcoholBoth2012count","4000alcoholBoth2012density"
"S01006506",7,0.139260575205408
"S01006507",7,0.139260575205408
"S01006508",7,0.139260575205408
"S01006509",7,0.139260575205408
"S01006510",7,0.139260575205408
"S01006511",8,0.159154943091895
"S01006512",7,0.139260575205408
"S01006513",10,0.198943678864869
"S01006514",9,0.179049310978382
"S01006515",10,0.198943678864869
"S01006516",10,0.198943678864869
"S01006517",22,0.437676093502712
"S01006518",12,0.238732414637843
"S01006519",13,0.25862678252433
"S01006520",13,0.25862678252433
"S01006521",51,1.01461276221083
"S01006522",33,0.656514140254068
"S01006523",30,0.596831036594608
"S01006524",17,0.338204254070278
"S01006525",14,0.278521150410817
"S01006526",102,2.02922552442167
"S01006527",103,2.04911989230815
"S01006528",126,2.50669035369735
"S01006529",142,2.82500023988114
"S01006530",137,2.72552840044871
"S01006531",131,2.60616219312979
"S01006532",146,2.90457771142709
"S01006533",146,2.90457771142709
"S01006534",152,3.02394391874601
"S01006535",150,2.98415518297304
"S01006536",153,3.0438382866325
"S01006537",120,2.38732414637843
"S01006538",121,2.40721851426492
"S01006539",147,2.92447207931358
"S01006540",139,2.76531713622168
"S01006541",138,2.74542276833519
"S01006542",104,2.06901426019464
"S01006543",101,2.00933115653518
"S01006544",147,2.92447207931358
"S01006545",143,2.84489460776763
"S01006546",140,2.78521150410817
"S01006547",59,1.17376770530273
"S01006548",87,1.73081000612436
"S01006549",145,2.8846833435406
"S01006550",118,2.34753541060546
"S01006551",73,1.45228885571354
"S01006552",97,1.92975368498923
"S01006553",148,2.94436644720006
"S01006554",153,3.0438382866325
"S01006555",85,1.69102127035139
"S01006556",131,2.60616219312979
"S01006557",55,1.09419023375678
"S01006558",166,3.30246506915683
"S01006559",165,3.28257070127034
"S01006560",163,3.24278196549737
"S01006561",168,3.3422538049298
"S01006562",160,3.18309886183791
"S01006563",169,3.36214817281629
"S01006564",165,3.28257070127034
"S01006565",161,3.20299322972439
"S01006566",163,3.24278196549737
"S01006567",165,3.28257070127034
"S01006568",166,3.30246506915683
"S01006569",166,3.30246506915683
"S01006570",165,3.28257070127034
"S01006571",163,3.24278196549737
"S01006572",158,3.14331012606493
"S01006573",162,3.22288759761088
"S01006574",162,3.22288759761088
"S01006575",157,3.12341575817845
"S01006576",160,3.18309886183791
"S01006577",160,3.18309886183791
"S01006578",160,3.18309886183791
"S01006579",161,3.20299322972439
"S01006580",161,3.20299322972439
"S01006581",154,3.06373265451899
"S01006582",160,3.18309886183791
"S01006583",158,3.14331012606493
"S01006584",162,3.22288759761088
"S01006585",161,3.20299322972439
"S01006586",160,3.18309886183791
"S01006587",153,3.0438382866325
"S01006588",156,3.10352139029196
"S01006589",156,3.10352139029196
"S01006590",158,3.14331012606493
"S01006591",154,3.06373265451899
"S01006592",150,2.98415518297304
"S01006593",153,3.0438382866325
"S01006594",151,3.00404955085952
"S01006595",155,3.08362702240547
"S01006596",153,3.0438382866325
"S01006597",155,3.08362702240547
"S01006598",148,2.94436644720006
"S01006599",145,2.8846833435406
"S01006600",148,2.94436644720006
"S01006601",148,2.94436644720006
"S01006602",147,2.92447207931358
"S01006603",119,2.36742977849194
"S01006604",136,2.70563403256222
"S01006605",135,2.68573966467573
