"CODE","1600alcoholOff2012count","1600alcoholOff2012density"
"S01006506",4,0.497359197162173
"S01006507",4,0.497359197162173
"S01006508",4,0.497359197162173
"S01006509",4,0.497359197162173
"S01006510",4,0.497359197162173
"S01006511",4,0.497359197162173
"S01006512",0,0
"S01006513",0,0
"S01006514",1,0.124339799290543
"S01006515",0,0
"S01006516",0,0
"S01006517",6,0.746038795743259
"S01006518",4,0.497359197162173
"S01006519",6,0.746038795743259
"S01006520",1,0.124339799290543
"S01006521",9,1.11905819361489
"S01006522",5,0.621698996452716
"S01006523",6,0.746038795743259
"S01006524",6,0.746038795743259
"S01006525",6,0.746038795743259
"S01006526",9,1.11905819361489
"S01006527",9,1.11905819361489
"S01006528",12,1.49207759148652
"S01006529",21,2.61113578510141
"S01006530",15,1.86509698935815
"S01006531",12,1.49207759148652
"S01006532",27,3.35717458084467
"S01006533",25,3.10849498226358
"S01006534",34,4.22755317587847
"S01006535",42,5.22227157020282
"S01006536",49,6.09265016523662
"S01006537",12,1.49207759148652
"S01006538",13,1.61641739077706
"S01006539",23,2.85981538368249
"S01006540",16,1.98943678864869
"S01006541",13,1.61641739077706
"S01006542",8,0.994718394324346
"S01006543",9,1.11905819361489
"S01006544",19,2.36245618652032
"S01006545",23,2.85981538368249
"S01006546",13,1.61641739077706
"S01006547",8,0.994718394324346
"S01006548",7,0.870378595033803
"S01006549",14,1.74075719006761
"S01006550",12,1.49207759148652
"S01006551",12,1.49207759148652
"S01006552",14,1.74075719006761
"S01006553",17,2.11377658793923
"S01006554",18,2.23811638722978
"S01006555",12,1.49207759148652
"S01006556",16,1.98943678864869
"S01006557",12,1.49207759148652
"S01006558",60,7.46038795743259
"S01006559",52,6.46566956310825
"S01006560",41,5.09793177091227
"S01006561",35,4.35189297516901
"S01006562",21,2.61113578510141
"S01006563",43,5.34661136949336
"S01006564",75,9.32548494679074
"S01006565",76,9.44982474608129
"S01006566",74,9.2011451475002
"S01006567",76,9.44982474608129
"S01006568",70,8.70378595033803
"S01006569",65,8.08208695388531
"S01006570",63,7.83340735530422
"S01006571",56,6.96302876027042
"S01006572",24,2.98415518297304
"S01006573",42,5.22227157020282
"S01006574",42,5.22227157020282
"S01006575",38,4.72491237304064
"S01006576",44,5.4709511687839
"S01006577",45,5.59529096807444
"S01006578",54,6.71434916168933
"S01006579",60,7.46038795743259
"S01006580",46,5.71963076736499
"S01006581",25,3.10849498226358
"S01006582",78,9.69850434466237
"S01006583",70,8.70378595033803
"S01006584",73,9.07680534820966
"S01006585",76,9.44982474608129
"S01006586",83,10.3202033411151
"S01006587",75,9.32548494679074
"S01006588",74,9.2011451475002
"S01006589",65,8.08208695388531
"S01006590",77,9.57416454537183
"S01006591",70,8.70378595033803
"S01006592",50,6.21698996452716
"S01006593",65,8.08208695388531
"S01006594",57,7.08736855956096
"S01006595",64,7.95774715459477
"S01006596",63,7.83340735530422
"S01006597",66,8.20642675317585
"S01006598",47,5.84397056665553
"S01006599",23,2.85981538368249
"S01006600",39,4.84925217233119
"S01006601",44,5.4709511687839
"S01006602",48,5.96831036594608
"S01006603",8,0.994718394324346
"S01006604",11,1.36773779219598
"S01006605",11,1.36773779219598
"S01006606",16,1.98943678864869
"S01006607",12,1.49207759148652
"S01006608",4,0.497359197162173
"S01006609",7,0.870378595033803
"S01006610",8,0.994718394324346
"S01006611",7,0.870378595033803
"S01006612",6,0.746038795743259
"S01006613",4,0.497359197162173
"S01006614",3,0.37301939787163
"S01006615",3,0.37301939787163
"S01006616",4,0.497359197162173
"S01006617",4,0.497359197162173
"S01006618",4,0.497359197162173
"S01006619",4,0.497359197162173
"S01006620",4,0.497359197162173
"S01006621",4,0.497359197162173
"S01006622",4,0.497359197162173
"S01006623",8,0.994718394324346
"S01006624",43,5.34661136949336
"S01006625",20,2.48679598581086
"S01006626",26,3.23283478155412
"S01006627",29,3.60585417942575
"S01006628",43,5.34661136949336
"S01006629",21,2.61113578510141
"S01006630",18,2.23811638722978
"S01006631",13,1.61641739077706
"S01006632",21,2.61113578510141
"S01006633",15,1.86509698935815
"S01006634",13,1.61641739077706
"S01006635",16,1.98943678864869
"S01006636",12,1.49207759148652
"S01006637",58,7.21170835885151
"S01006638",56,6.96302876027042
"S01006639",66,8.20642675317585
"S01006640",46,5.71963076736499
"S01006641",51,6.3413297638177
"S01006642",65,8.08208695388531
"S01006643",55,6.83868896097988
"S01006644",50,6.21698996452716
"S01006645",73,9.07680534820966
"S01006646",71,8.82812574962857
"S01006647",68,8.45510635175694
"S01006648",74,9.2011451475002
"S01006649",70,8.70378595033803
"S01006650",68,8.45510635175694
"S01006651",68,8.45510635175694
"S01006652",73,9.07680534820966
"S01006653",54,6.71434916168933
"S01006654",51,6.3413297638177
"S01006655",57,7.08736855956096
"S01006656",77,9.57416454537183
"S01006657",55,6.83868896097988
"S01006658",62,7.70906755601368
"S01006659",58,7.21170835885151
"S01006660",49,6.09265016523662
"S01006661",57,7.08736855956096
"S01006662",49,6.09265016523662
"S01006663",55,6.83868896097988
"S01006664",59,7.33604815814205
"S01006665",55,6.83868896097988
"S01006666",21,2.61113578510141
"S01006667",28,3.48151438013521
"S01006668",43,5.34661136949336
"S01006669",34,4.22755317587847
"S01006670",46,5.71963076736499
"S01006671",18,2.23811638722978
"S01006672",31,3.85453377800684
"S01006673",22,2.73547558439195
"S01006674",21,2.61113578510141
"S01006675",32,3.97887357729738
"S01006676",33,4.10321337658793
"S01006677",38,4.72491237304064
"S01006678",29,3.60585417942575
"S01006679",26,3.23283478155412
"S01006680",28,3.48151438013521
"S01006681",21,2.61113578510141
"S01006682",31,3.85453377800684
"S01006683",38,4.72491237304064
"S01006684",28,3.48151438013521
"S01006685",24,2.98415518297304
"S01006686",29,3.60585417942575
"S01006687",26,3.23283478155412
"S01006688",28,3.48151438013521
"S01006689",36,4.47623277445956
"S01006690",30,3.7301939787163
"S01006691",52,6.46566956310825
"S01006692",42,5.22227157020282
"S01006693",28,3.48151438013521
"S01006694",18,2.23811638722978
"S01006695",30,3.7301939787163
"S01006696",31,3.85453377800684
"S01006697",33,4.10321337658793
"S01006698",23,2.85981538368249
"S01006699",34,4.22755317587847
"S01006700",40,4.97359197162173
"S01006701",17,2.11377658793923
"S01006702",21,2.61113578510141
"S01006703",19,2.36245618652032
"S01006704",17,2.11377658793923
"S01006705",21,2.61113578510141
"S01006706",20,2.48679598581086
"S01006707",19,2.36245618652032
"S01006708",15,1.86509698935815
"S01006709",12,1.49207759148652
"S01006710",9,1.11905819361489
"S01006711",13,1.61641739077706
"S01006712",15,1.86509698935815
"S01006713",19,2.36245618652032
"S01006714",24,2.98415518297304
